Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr1	52112850	52114849	1267	Intron (ENST00000371714.1/ENSG00000117859.14, intron 4 of 25)	1	52135223	52253638	118416	1	ENST00000530544.1	-20374	OSBPL9	ENSG00000117859.14
chr1	52105750	52111449	1266	Intron (ENST00000371714.1/ENSG00000117859.14, intron 4 of 25)	1	52082786	52242584	159799	1	ENST00000489990.1	22965	OSBPL9	ENSG00000117859.14
chr6	134208730	134213179	13716	Promoter (<=1kb)	6	134210276	134216691	6416	1	ENST00000367882.4	0	TCF21	ENSG00000118526.6
chr4	88928730	88930749	9520	Promoter (<=1kb)	4	88928820	88998929	70110	1	ENST00000237596.2	0	PKD2	ENSG00000118762.3
chr1	230998100	231006049	3494	Promoter (<=1kb)	1	230972865	231004399	31535	2	ENST00000366663.5	0	C1orf198	ENSG00000119280.12
chr1	230993350	230996099	3493	Promoter (1-2kb)	1	230979583	230991880	12298	2	ENST00000519360.1	-1471	C1orf198	ENSG00000119280.12
chr9	123833630	123838699	18402	Promoter (<=1kb)	9	123837141	123880849	43709	1	ENST00000373865.2	0	CNTRL	ENSG00000119397.12
chr14	76177200	76179399	26209	Promoter (4-5kb)	14	76184155	76201570	17416	1	ENST00000554935.1	-4756	TTLL5	ENSG00000119685.15
chr2	23838500	23842579	3952	Intron (ENST00000486442.1/ENSG00000119771.10, intron 3 of 13)	2	23865262	23920802	55541	1	ENST00000288548.5	-22683	KLHL29	ENSG00000119771.10
chr10	93355900	93358729	20196	Distal Intergenic	10	93388199	93392811	4613	2	ENST00000238994.5	34082	PPP1R3C	ENSG00000119938.8
chr10	106111880	106114349	20474	Promoter (<=1kb)	10	106113522	106214848	101327	1	ENST00000369704.3	0	CCDC147	ENSG00000120051.10
chr9	27527050	27529899	17619	Promoter (<=1kb)	9	27325207	27529779	204573	2	ENST00000262244.5	0	MOB3B	ENSG00000120162.9
chr5	139559130	139561949	11411	Promoter (4-5kb)	5	139554773	139661637	106865	1	ENST00000509789.2	4358	CYSTM1	ENSG00000120306.5
chr10	24752230	24755699	19344	Promoter (<=1kb)	10	24755460	24834245	78786	1	ENST00000396446.1	0	KIAA1217	ENSG00000120549.11
chr10	24672030	24675349	19341	Intron (ENST00000376462.1/ENSG00000120549.11, intron 4 of 18)	10	24738362	24834197	95836	1	ENST00000307544.6	-63013	KIAA1217	ENSG00000120549.11
chr12	93964430	93969879	23938	Promoter (<=1kb)	12	93964756	93968973	4218	1	ENST00000536696.2	0	SOCS2	ENSG00000120833.9
chr12	93970100	93973379	23939	Promoter (1-2kb)	12	93968834	93977263	8430	1	ENST00000549510.1	1267	SOCS2	ENSG00000120833.9
chr3	73568900	73571349	7624	Intron (ENST00000263666.4/ENSG00000121440.10, intron 3 of 9)	3	73440253	73606089	165837	2	ENST00000498048.1	34740	PDZRN3	ENSG00000121440.10
chr1	145609600	145612399	2137	Promoter (<=1kb)	1	145611036	145696218	85183	1	ENST00000369291.5	0	RNF115	ENSG00000121848.9
chr7	29903900	29907499	14606	Intron (ENST00000409123.1/ENSG00000122574.6, intron 2 of 7)	7	29874341	29956682	82342	1	ENST00000409290.1	29560	WIPF3	ENSG00000122574.6
chr7	41738030	41742429	14733	Promoter (<=1kb)	7	41729132	41740207	11076	2	ENST00000442711.1	0	INHBA	ENSG00000122641.9
chr7	134476600	134478649	15645	Intron (ENST00000417172.1/ENSG00000122786.15, intron 1 of 13)	7	134464466	134552726	88261	1	ENST00000498254.1	12135	CALD1	ENSG00000122786.15
chr7	134590430	134592599	15657	Intron (ENST00000417172.1/ENSG00000122786.15, intron 3 of 13)	7	134605237	134653293	48057	1	ENST00000543443.1	-12638	CALD1	ENSG00000122786.15
chr7	134615900	134619679	15658	3' UTR	7	134625892	134629302	3411	1	ENST00000478075.1	-6213	CALD1	ENSG00000122786.15
chr7	134450630	134452829	15642	Intron (ENST00000417172.1/ENSG00000122786.15, intron 1 of 13)	7	134464164	134655479	191316	1	ENST00000361388.2	-11335	CALD1	ENSG00000122786.15
chr7	137675900	137688499	15696	Promoter (<=1kb)	7	137687070	137801612	114543	1	ENST00000468877.2	0	AKR1D1	ENSG00000122787.10
chr12	116713380	116717199	24293	Promoter (<=1kb)	12	116396381	116715143	318763	2	ENST00000281928.3	0	MED13L	ENSG00000123066.3
chr12	116756550	116759899	24294	Distal Intergenic	12	116396381	116715143	318763	2	ENST00000281928.3	-41408	MED13L	ENSG00000123066.3
chr12	26348100	26351849	23242	Promoter (<=1kb)	12	26348273	26385867	37595	1	ENST00000422622.2	0	SSPN	ENSG00000123096.7
chr12	56210030	56213579	23632	Promoter (<=1kb)	12	56211703	56215663	3961	1	ENST00000243045.5	0	ORMDL2	ENSG00000123353.5
chr17	20931050	20933079	29875	5' UTR	17	20918964	20924509	5546	2	ENST00000578446.1	-6542	USP22	ENSG00000124422.7
chr6	2790100	2795629	12176	Distal Intergenic	6	2769007	2785979	16973	1	ENST00000380764.1	21094	WRNIP1	ENSG00000124535.11
chr6	56239150	56241299	13244	Intron (ENST00000370819.1/ENSG00000124749.12, intron 1 of 28)	6	55921388	56258892	337505	2	ENST00000370819.1	17593	COL21A1	ENSG00000124749.12
chr2	238594650	238618029	6325	Promoter (<=1kb)	2	238600788	238673922	73135	1	ENST00000289175.6	0	LRRFIP1	ENSG00000124831.14
chr2	238577980	238581079	6322	Intron (ENST00000308482.9/ENSG00000124831.14, intron 1 of 23)	2	238592047	238593116	1070	1	ENST00000489295.1	-10968	LRRFIP1	ENSG00000124831.14
chr2	238581150	238588149	6323	Promoter (3-4kb)	2	238592047	238593116	1070	1	ENST00000489295.1	-3898	LRRFIP1	ENSG00000124831.14
chr2	238575350	238577749	6321	Intron (ENST00000308482.9/ENSG00000124831.14, intron 1 of 23)	2	238592047	238593116	1070	1	ENST00000489295.1	-14298	LRRFIP1	ENSG00000124831.14
chr20	17537400	17540699	33757	Promoter (<=1kb)	20	17474550	17539605	65056	2	ENST00000377868.2	0	BFSP1	ENSG00000125864.7
chr20	33102250	33105699	33983	Promoter (<=1kb)	20	33104214	33128762	24549	1	ENST00000357156.2	0	DYNLRB1	ENSG00000125971.12
chr3	187008000	187012429	8686	Promoter (<=1kb)	3	186935942	187009810	73869	2	ENST00000337774.5	0	MASP1	ENSG00000127241.12
chr1	20419200	20421299	517	Distal Intergenic	1	20396788	20417321	20534	1	ENST00000478803.1	22413	PLA2G5	ENSG00000127472.6
chr19	16934930	16936999	32627	Promoter (3-4kb)	19	16940211	16991161	50951	1	ENST00000248054.5	-3212	SIN3B	ENSG00000127511.5
chr19	16544050	16548379	32609	Promoter (<=1kb)	19	16511442	16546107	34666	2	ENST00000602009.1	0	EPS15L1	ENSG00000127527.9
chr1	39656450	39663179	1028	Intron (ENST00000545844.1/ENSG00000127603.19, intron 2 of 93)	1	39669918	39952849	282932	1	ENST00000564288.1	-6739	MACF1	ENSG00000127603.19
chr1	39551200	39554149	1019	Promoter (1-2kb)	1	39549839	39952789	402951	1	ENST00000539005.1	1362	MACF1	ENSG00000127603.19
chr1	39668980	39672849	1029	Promoter (<=1kb)	1	39669918	39952849	282932	1	ENST00000564288.1	0	MACF1	ENSG00000127603.19
chr13	24202680	24205449	24676	Intron (ENST00000248484.4/ENSG00000127863.11, intron 5 of 9)	13	24153519	24250232	96714	1	ENST00000382263.3	49162	TNFRSF19	ENSG00000127863.11
chr13	24190550	24192599	24673	Intron (ENST00000248484.4/ENSG00000127863.11, intron 4 of 9)	13	24153519	24250232	96714	1	ENST00000382263.3	37032	TNFRSF19	ENSG00000127863.11
chr4	53733880	53738499	9293	Promoter (3-4kb)	4	53730313	53732966	2654	1	ENST00000505041.1	3568	RASL11B	ENSG00000128045.5
chr22	41104280	41107879	35678	Distal Intergenic	22	41076111	41077416	1306	1	ENST00000465662.1	28170	MCHR1	ENSG00000128285.4
chr7	102534950	102536949	15334	Intron (ENST00000379306.3/ENSG00000161040.12, intron 11 of 12)	7	102553438	102585396	31959	1	ENST00000339431.4	-16489	LRRC17	ENSG00000128606.8
chr2	192169200	192171729	5797	Intron (ENST00000418908.1/ENSG00000128641.13, intron 3 of 5)	2	192141611	192290115	148505	1	ENST00000392316.1	27590	MYO1B	ENSG00000128641.13
chr2	175691200	175693929	5661	Intron (ENST00000409900.3/ENSG00000128656.9, intron 7 of 12)	2	175675628	175677081	1454	2	ENST00000491801.1	-14120	CHN1	ENSG00000128656.9
chr15	74230930	74232929	27448	Intron (ENST00000566011.1/ENSG00000129038.11, intron 1 of 7)	15	74238709	74241916	3208	1	ENST00000566530.1	-5780	LOXL1	ENSG00000129038.11
chr11	14562000	14564179	21180	Intron (ENST00000418988.2/ENSG00000129084.13, intron 2 of 10)	11	14526422	14542242	15821	2	ENST00000396394.2	-19759	PSMA1	ENSG00000129084.13
chr8	17510430	17512729	16086	Promoter (<=1kb)	8	17504513	17512534	8022	2	ENST00000523471.1	0	MTUS1	ENSG00000129422.9
chr2	1654950	1661929	3707	Promoter (<=1kb)	2	1653015	1657738	4724	2	ENST00000493779.1	0	PXDN	ENSG00000130508.6
chr6	151560030	151563649	13964	Promoter (<=1kb)	6	151561134	151679692	118559	1	ENST00000402676.2	0	AKAP12	ENSG00000131016.12
chr6	152621200	152624449	13986	Promoter (<=1kb)	6	152598637	152623404	24768	2	ENST00000489156.1	0	SYNE1	ENSG00000131018.18
chr3	15364100	15369299	6652	Promoter (4-5kb)	3	15345609	15373570	27962	2	ENST00000459627.1	4271	SH3BP5	ENSG00000131370.11
chr3	15310700	15312799	6646	Promoter (4-5kb)	3	15303668	15317416	13749	2	ENST00000417936.1	4617	SH3BP5	ENSG00000131370.11
chr3	14490780	14498149	6627	Intron (ENST00000427436.1/ENSG00000131389.12, intron 5 of 10)	3	14513750	14526411	12662	1	ENST00000452151.1	-15601	SLC6A6	ENSG00000131389.12
chr3	14469050	14478649	6625	Promoter (<=1kb)	3	14474178	14487324	13147	1	ENST00000452775.1	0	SLC6A6	ENSG00000131389.12
chr3	14442430	14448579	6624	Promoter (<=1kb)	3	14444076	14452831	8756	1	ENST00000490683.1	0	SLC6A6	ENSG00000131389.12
chr5	71267480	71270329	10803	Distal Intergenic	5	71403061	71479650	76590	1	ENST00000512974.1	-132732	MAP1B	ENSG00000131711.10
chr15	101726250	101734329	27993	Promoter (<=1kb)	15	101717306	101728266	10961	2	ENST00000543813.1	0	CHSY1	ENSG00000131873.5
chr15	101737480	101743149	27994	Intron (ENST00000254190.3/ENSG00000131873.5, intron 2 of 2)	15	101727746	101729772	2027	2	ENST00000561143.1	-7709	CHSY1	ENSG00000131873.5
chr14	55566930	55576829	25820	Distal Intergenic	14	55590828	55605010	14183	1	ENST00000553493.1	-13999	LGALS3	ENSG00000131981.11
chr10	129807430	129809479	20777	Intron (ENST00000254667.3/ENSG00000132334.12, intron 2 of 20)	10	129796390	129854427	58038	1	ENST00000455661.1	11041	PTPRE	ENSG00000132334.12
chr10	129844950	129847429	20779	Promoter (<=1kb)	10	129845670	129854435	8766	1	ENST00000467366.1	0	PTPRE	ENSG00000132334.12
chr10	129789080	129791249	20775	Promoter (3-4kb)	10	129785608	129854434	68827	1	ENST00000471218.1	3473	PTPRE	ENSG00000132334.12
chr8	98955050	98958279	16870	Promoter (4-5kb)	8	98962967	99006824	43858	1	ENST00000519585.1	-4688	MATN2	ENSG00000132561.9
chr8	98937130	98939149	16868	Promoter (4-5kb)	8	98943569	99048442	104874	1	ENST00000518154.1	-4420	MATN2	ENSG00000132561.9
chr20	11870100	11873499	33745	Promoter (<=1kb)	20	11871371	11907257	35887	1	ENST00000254977.3	0	BTBD3	ENSG00000132640.10
chr20	19866100	19872549	33805	Promoter (<=1kb)	20	19867165	19983101	115937	1	ENST00000255006.6	0	RIN2	ENSG00000132669.8
chr18	43145600	43148699	31669	Intron (ENST00000586448.1/ENSG00000132874.9, intron 2 of 20)	18	43194766	43263072	68307	1	ENST00000255226.6	-46067	SLC14A2	ENSG00000132874.9
chr13	27034330	27036379	24706	Distal Intergenic	13	26974210	26979375	5166	1	ENST00000480323.1	60121	CDK8	ENSG00000132964.7
chr17	8582780	8585849	29654	Distal Intergenic	17	8377530	8534079	156550	2	ENST00000269243.4	-48702	MYH10	ENSG00000133026.8
chr17	16943400	16952699	29747	Promoter (<=1kb)	17	16945859	17034933	89075	1	ENST00000577514.1	0	MPRIP	ENSG00000133030.15
chr13	43564880	43568299	24943	Promoter (<=1kb)	13	43460524	43566366	105843	2	ENST00000313640.7	0	EPSTI1	ENSG00000133106.10
chr17	70972800	70974849	30847	Intron (ENST00000255559.3/ENSG00000133195.7, intron 4 of 9)	17	70819837	70989071	169235	2	ENST00000584129.1	14222	SLC39A11	ENSG00000133195.7
chr22	34207150	34209199	35437	Intron (ENST00000337431.2/ENSG00000133424.16, intron 2 of 14)	22	34046353	34257612	211260	2	ENST00000430220.2	48413	LARGE	ENSG00000133424.16
chr11	12256080	12258799	21130	Promoter (2-3kb)	11	12261007	12278780	17774	1	ENST00000525075.1	-2208	MICAL2	ENSG00000133816.9
chr11	12217300	12224199	21127	Promoter (<=1kb)	11	12217492	12219358	1867	1	ENST00000532166.1	0	MICAL2	ENSG00000133816.9
chr8	23223280	23225349	16250	Promoter (3-4kb)	8	23217679	23228639	10961	2	ENST00000518083.1	3290	LOXL2	ENSG00000134013.11
chr1	117460780	117463199	2066	Intron (ENST00000393203.2/ENSG00000134247.9, intron 1 of 8)	1	117452679	117532980	80302	1	ENST00000393203.2	8102	PTGFRN	ENSG00000134247.9
chr1	117528830	117532099	2071	Promoter (<=1kb)	1	117529662	117532972	3311	1	ENST00000497385.1	0	PTGFRN	ENSG00000134247.9
chr12	45608280	45612229	23378	Promoter (<=1kb)	12	45566847	45609789	42943	2	ENST00000256692.5	0	PLEKHA8P1	ENSG00000134297.6
chr5	52774380	52779599	10611	Promoter (<=1kb)	5	52776239	52782964	6726	1	ENST00000256759.3	0	FST	ENSG00000134363.7
chr18	20935530	20939399	31515	3' UTR	18	20877712	20950245	72534	2	ENST00000583048.1	10846	TMEM241	ENSG00000134490.9
chr18	20806630	20813079	31512	Promoter (<=1kb)	18	20777108	20806972	29865	2	ENST00000584625.1	0	TMEM241	ENSG00000134490.9
chr12	13348000	13354999	23121	Promoter (<=1kb)	12	13349650	13369708	20059	1	ENST00000256951.5	0	EMP1	ENSG00000134531.5
chr12	13324800	13326879	23119	Distal Intergenic	12	13349650	13369708	20059	1	ENST00000256951.5	-22771	EMP1	ENSG00000134531.5
chr1	31536250	31538879	840	Promoter (<=1kb)	1	31404353	31538542	134190	2	ENST00000424085.2	0	PUM1	ENSG00000134644.11
chr13	110911480	110919829	25350	Intron (ENST00000375820.4/ENSG00000187498.10, intron 1 of 51)	13	110958159	111077215	119057	1	ENST00000400163.2	-38330	COL4A2	ENSG00000134871.13
chr11	128320380	128323799	22714	Distal Intergenic	11	128332439	128333845	1407	2	ENST00000530924.2	10046	ETS1	ENSG00000134954.10
chr9	71990400	71992399	17832	Promoter (<=1kb)	9	71990699	72007370	16672	1	ENST00000460871.1	0	FAM189A2	ENSG00000135063.13
chr5	156946700	156949929	11799	5' UTR	5	156904312	156929830	25519	2	ENST00000517374.1	-16871	ADAM19	ENSG00000135074.11
chr5	156997500	156999629	11807	Promoter (3-4kb)	5	156908235	157002749	94515	2	ENST00000517905.1	3120	ADAM19	ENSG00000135074.11
chr6	86158280	86161829	13359	Promoter (<=1kb)	6	86159809	86181317	21509	1	ENST00000369646.3	0	NT5E	ENSG00000135318.7
chr12	54068250	54072479	23597	Promoter (<=1kb)	12	54058950	54069899	10950	2	ENST00000602871.1	0	ATP5G2	ENSG00000135390.13
chr16	85088550	85090679	29182	Intron (ENST00000538274.1/ENSG00000135709.8, intron 1 of 11)	16	85096818	85127836	31019	1	ENST00000566428.1	-6139	KIAA0513	ENSG00000135709.8
chr1	182556350	182559799	2741	Promoter (<=1kb)	1	182542769	182558391	15623	2	ENST00000367559.3	0	RNASEL	ENSG00000135828.7
chr2	232052480	232057999	6204	Distal Intergenic	2	232063260	232209914	146655	1	ENST00000349938.4	-5261	ARMC9	ENSG00000135931.13
chr12	94601050	94603079	23973	Intron (ENST00000258526.4/ENSG00000136040.4, intron 4 of 30)	12	94620265	94621229	965	1	ENST00000546659.1	-17186	PLXNC1	ENSG00000136040.4
chr7	47822450	47824549	14866	Intron (ENST00000436444.1/ENSG00000136273.7, intron 8 of 8)	7	47834889	47859428	24540	1	ENST00000258776.4	-10340	C7orf69	ENSG00000136275.6
chr17	62306930	62310049	30732	Promoter (<=1kb)	17	62225034	62308116	83083	2	ENST00000583097.1	0	TEX2	ENSG00000136478.3
chr17	62316600	62319199	30733	5' UTR	17	62225034	62308116	83083	2	ENST00000583097.1	-8485	TEX2	ENSG00000136478.3
chr9	129889850	129901079	18541	Promoter (4-5kb)	9	129849611	129885162	35552	2	ENST00000373425.3	-4689	ANGPTL2	ENSG00000136859.5
chr8	128746080	128752599	17145	Promoter (<=1kb)	8	128747680	128752723	5044	1	ENST00000259523.6	0	MYC	ENSG00000136997.10
chr8	70403850	70407399	16679	Promoter (<=1kb)	8	70404996	70572290	167295	1	ENST00000402687.4	0	SULF1	ENSG00000137573.9
chr11	121611230	121614349	22618	Distal Intergenic	11	121499545	121502949	3405	1	ENST00000530365.1	111686	SORL1	ENSG00000137642.8
chr11	121524900	121528329	22614	Distal Intergenic	11	121499545	121502949	3405	1	ENST00000530365.1	25356	SORL1	ENSG00000137642.8
chr11	121541230	121543279	22615	Distal Intergenic	11	121499545	121502949	3405	1	ENST00000530365.1	41686	SORL1	ENSG00000137642.8
chr11	121592650	121595349	22617	Distal Intergenic	11	121499545	121502949	3405	1	ENST00000530365.1	93106	SORL1	ENSG00000137642.8
chr11	111597230	111610399	22396	Promoter (<=1kb)	11	111597694	111606047	8354	2	ENST00000530787.1	0	PPP2R1B	ENSG00000137713.11
chr15	68770150	68773099	27320	Distal Intergenic	15	68594050	68724501	130452	2	ENST00000423218.2	-45650	ITGA11	ENSG00000137809.12
chr15	71059230	71062099	27373	Promoter (3-4kb)	15	70946893	71055932	109040	2	ENST00000322954.6	-3299	UACA	ENSG00000137831.10
chr2	25077630	25080579	3968	Intron (ENST00000260600.5/ENSG00000138031.10, intron 2 of 20)	2	25062876	25065461	2586	2	ENST00000479517.1	-12170	ADCY3	ENSG00000138031.10
chr2	44000530	44002779	4389	Promoter (<=1kb)	2	44001178	44037149	35972	1	ENST00000260605.8	0	DYNC2LI1	ENSG00000138036.14
chr2	38299030	38302099	4238	Promoter (<=1kb)	2	38298130	38301079	2950	2	ENST00000492443.1	0	CYP1B1	ENSG00000138061.7
chr2	38332550	38335299	4244	Promoter (1-2kb)	2	38297209	38337044	39836	2	ENST00000494864.1	1745	CYP1B1	ENSG00000138061.7
chr10	95223130	95232129	20227	Intron (ENST00000358334.5/ENSG00000138119.12, intron 1 of 52)	10	95066187	95241951	175765	2	ENST00000358334.5	9822	MYOF	ENSG00000138119.12
chr10	95217100	95222549	20226	Intron (ENST00000358334.5/ENSG00000138119.12, intron 1 of 52)	10	95066187	95241951	175765	2	ENST00000358334.5	19402	MYOF	ENSG00000138119.12
chr10	95750980	95752979	20235	Promoter (<=1kb)	10	95753746	96088149	334404	1	ENST00000260766.3	-767	PLCE1	ENSG00000138193.10
chr10	64395880	64398099	19729	Intron (ENST00000410046.3/ENSG00000138311.11, intron 5 of 7)	10	64403533	64430134	26602	1	ENST00000344640.3	-5434	ZNF365	ENSG00000138311.11
chr2	170679980	170682099	5596	Promoter (<=1kb)	2	170666591	170681415	14825	2	ENST00000409837.1	0	METTL5	ENSG00000138382.9
chr4	86579250	86581249	9479	Intron (ENST00000395184.1/ENSG00000138639.13, intron 2 of 9)	4	86525306	86863358	338053	1	ENST00000512201.1	53945	ARHGAP24	ENSG00000138639.13
chr4	120546050	120550579	9724	Promoter (<=1kb)	4	120415550	120550146	134597	2	ENST00000354960.3	0	PDE5A	ENSG00000138735.11
chr4	77904680	77907779	9422	Promoter (<=1kb)	4	77906177	77932928	26752	1	ENST00000512778.1	0	SEPT11	ENSG00000138758.7
chr4	77531830	77533999	9411	Intron (ENST00000296043.6/ENSG00000138771.10, intron 2 of 10)	4	77507466	77508418	953	1	ENST00000484236.1	24365	SHROOM3	ENSG00000138771.10
chr12	11871430	11873449	23084	Intron (ENST00000396373.4/ENSG00000139083.6, intron 1 of 7)	12	11905435	11993802	88368	1	ENST00000545027.1	-31986	ETV6	ENSG00000139083.6
chr12	11990450	11992529	23096	Exon (ENST00000396373.4/ENSG00000139083.6, exon 3 of 8)	12	12038871	12044544	5674	1	ENST00000266427.3	-46342	ETV6	ENSG00000139083.6
chr12	12030780	12032829	23098	Intron (ENST00000396373.4/ENSG00000139083.6, intron 5 of 7)	12	12038871	12044544	5674	1	ENST00000266427.3	-6042	ETV6	ENSG00000139083.6
chr12	31810630	31813549	23316	Promoter (<=1kb)	12	31812121	31821901	9781	1	ENST00000395763.3	0	METTL20	ENSG00000139160.9
chr12	75872950	75876599	23834	Promoter (<=1kb)	12	75874460	75897633	23174	1	ENST00000266659.3	0	GLIPR1	ENSG00000139278.5
chr12	76421480	76425399	23848	Promoter (<=1kb)	12	76419227	76425384	6158	2	ENST00000602540.1	0	PHLDA1	ENSG00000139289.9
chr12	91501150	91506449	23887	Promoter (<=1kb)	12	91496406	91505608	9203	2	ENST00000266718.4	0	LUM	ENSG00000139329.4
chr12	54750850	54755479	23613	Promoter (2-3kb)	12	54756229	54758258	2030	2	ENST00000267015.3	2779	GPR84	ENSG00000139572.3
chr12	53885300	53889329	23588	Promoter (<=1kb)	12	53874906	53887650	12745	2	ENST00000547035.1	0	MAP3K12	ENSG00000139625.8
chr13	52303650	52305699	25108	Intron (ENST00000298125.5/ENSG00000139668.7, intron 6 of 11)	13	52313284	52327259	13976	1	ENST00000460145.2	-7585	WDFY2	ENSG00000139668.7
chr13	53171800	53175749	25124	Distal Intergenic	13	53191605	53217919	26315	1	ENST00000342657.3	-15856	HNRNPA1L2	ENSG00000139675.10
chr14	27065800	27068999	25597	Promoter (<=1kb)	14	26912299	27066725	154427	2	ENST00000483536.2	0	NOVA1	ENSG00000139910.15
chr14	61569080	61572199	25887	Distal Intergenic	14	61518604	61519182	579	1	ENST00000554498.1	50477	SLC38A6	ENSG00000139974.11
chr14	92354900	92359399	26365	Exon (ENST00000267620.10/ENSG00000140092.10, exon 7 of 12)	14	92336571	92344386	7816	2	ENST00000554121.1	-10515	FBLN5	ENSG00000140092.10
chr15	74341380	74345499	27457	Distal Intergenic	15	74333670	74335683	2014	1	ENST00000565317.1	7711	PML	ENSG00000140464.15
chr15	101981700	101986999	28003	Promoter (<=1kb)	15	101844134	101983868	139735	2	ENST00000398185.2	0	PCSK6	ENSG00000140479.12
chr15	90956850	90959149	27787	Intron (ENST00000268182.5/ENSG00000140575.8, intron 2 of 37)	15	90969384	90973081	3698	1	ENST00000559682.1	-10235	IQGAP1	ENSG00000140575.8
chr15	91099500	91106499	27795	Intron (ENST00000420329.2/ENSG00000140577.11, intron 2 of 14)	15	91082849	91138809	55961	1	ENST00000560927.1	16652	CRTC3	ENSG00000140577.11
chr16	73075550	73094829	29037	Promoter (<=1kb)	16	72816784	73082274	265491	2	ENST00000268489.5	0	ZFHX3	ENSG00000140836.10
chr17	25783430	25786599	29909	Promoter (<=1kb)	17	25783670	25944768	161099	1	ENST00000509603.2	0	KSR1	ENSG00000141068.9
chr17	535650	537699	29353	Promoter (4-5kb)	17	504120	531471	27352	2	ENST00000570650.1	-4180	VPS53	ENSG00000141252.15
chr17	45907450	45909549	30408	Promoter (<=1kb)	17	45908993	45915079	6087	1	ENST00000269025.4	0	LRRC46	ENSG00000141294.5
chr17	59390150	59392729	30671	Intron (ENST00000589222.1/ENSG00000141376.16, intron 22 of 25)	17	59455191	59457933	2743	1	ENST00000587872.1	-62462	BCAS3	ENSG00000141376.16
chr18	47806350	47808629	31740	Promoter (<=1kb)	18	47793252	47807829	14578	2	ENST00000585672.1	0	MBD1	ENSG00000141644.13
chr19	41813200	41817729	33019	Promoter (<=1kb)	19	41816094	41830788	14695	1	ENST00000269967.3	0	CCDC97	ENSG00000142039.3
chr1	95324480	95333129	1816	Promoter (<=1kb)	1	95332887	95360608	27722	1	ENST00000532670.1	0	SLC44A3	ENSG00000143036.12
chr1	165412150	165415149	2524	Promoter (<=1kb)	1	165370159	165414433	44275	2	ENST00000359842.5	0	RXRG	ENSG00000143171.8
chr1	165392880	165396499	2523	Promoter (<=1kb)	1	165379987	165394209	14223	2	ENST00000470566.1	0	RXRG	ENSG00000143171.8
chr1	165795450	165799879	2536	Promoter (<=1kb)	1	165796768	165877346	80579	1	ENST00000367879.4	0	UCK2	ENSG00000143179.8
chr1	168695080	168697729	2582	Promoter (<=1kb)	1	168664697	168698502	33806	2	ENST00000367817.3	773	DPT	ENSG00000143196.4
chr1	224024180	224026249	3317	Intron (ENST00000391878.2/ENSG00000143514.12, intron 1 of 18)	1	224001878	224033496	31619	2	ENST00000472180.1	7247	TP53BP2	ENSG00000143514.12
chr1	230358900	230360999	3482	Intron (ENST00000543760.1/ENSG00000143641.8, intron 3 of 15)	1	230391104	230417866	26763	1	ENST00000485438.1	-30105	GALNT2	ENSG00000143641.8
chr1	230347930	230351649	3480	Intron (ENST00000543760.1/ENSG00000143641.8, intron 3 of 15)	1	230391104	230417866	26763	1	ENST00000485438.1	-39455	GALNT2	ENSG00000143641.8
chr1	230304800	230306979	3475	Intron (ENST00000543760.1/ENSG00000143641.8, intron 1 of 15)	1	230391104	230417866	26763	1	ENST00000485438.1	-84125	GALNT2	ENSG00000143641.8
chr1	230343350	230347729	3479	Intron (ENST00000543760.1/ENSG00000143641.8, intron 3 of 15)	1	230391104	230417866	26763	1	ENST00000485438.1	-43375	GALNT2	ENSG00000143641.8
chr1	236045530	236047629	3596	Promoter (<=1kb)	1	235922475	236046940	124466	2	ENST00000489585.1	0	LYST	ENSG00000143669.9
chr1	225950430	225953349	3348	Distal Intergenic	1	225965531	225978168	12638	1	ENST00000304786.7	-12182	SRP9	ENSG00000143742.8
chr2	19562050	19564099	3910	Promoter (3-4kb)	2	19551246	19558414	7169	2	ENST00000272223.2	-3637	OSR1	ENSG00000143867.5
chr2	100720930	100723029	5046	Promoter (<=1kb)	2	100162323	100721178	558856	2	ENST00000409236.2	0	AFF3	ENSG00000144218.14
chr2	187558150	187560249	5739	Promoter (<=1kb)	2	187558698	187630685	71988	1	ENST00000304698.5	0	FAM171B	ENSG00000144369.8
chr3	32617800	32620929	6858	Distal Intergenic	3	32567463	32612366	44904	2	ENST00000273130.4	-5435	DYNC1LI1	ENSG00000144635.4
chr3	29749230	29754099	6806	Intron (ENST00000434693.2/ENSG00000144642.16, intron 4 of 14)	3	29739684	29781340	41657	1	ENST00000478716.1	9547	RBMS3	ENSG00000144642.16
chr3	42883150	42889499	7024	Promoter (<=1kb)	3	42885456	42906422	20967	1	ENST00000492609.1	0	ACKR2	ENSG00000144648.10
chr3	99355480	99361399	7679	Promoter (<=1kb)	3	99357319	99399306	41988	1	ENST00000463753.1	0	COL8A1	ENSG00000144810.11
chr3	99376400	99380379	7681	Intron (ENST00000463753.1/ENSG00000144810.11, intron 1 of 2)	3	99357454	99515158	157705	1	ENST00000273342.4	18947	COL8A1	ENSG00000144810.11
chr3	99362600	99369229	7680	Intron (ENST00000463753.1/ENSG00000144810.11, intron 1 of 2)	3	99357454	99515158	157705	1	ENST00000273342.4	5147	COL8A1	ENSG00000144810.11
