Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr2	100720930	100723029	5046	Promoter (<=1kb)	2	100162323	100721178	558856	2	ENST00000409236.2	0	AFF3	ENSG00000144218.14
chr2	187558150	187560249	5739	Promoter (<=1kb)	2	187558698	187630685	71988	1	ENST00000304698.5	0	FAM171B	ENSG00000144369.8
chr3	42883150	42889499	7024	Promoter (<=1kb)	3	42885456	42906422	20967	1	ENST00000492609.1	0	ACKR2	ENSG00000144648.10
chr3	99355480	99361399	7679	Promoter (<=1kb)	3	99357319	99399306	41988	1	ENST00000463753.1	0	COL8A1	ENSG00000144810.11
chr3	194314150	194316379	8807	Promoter (3-4kb)	3	194308602	194310675	2074	2	ENST00000476750.1	-3476	TMEM44	ENSG00000145014.13
chr4	152020180	152022349	9960	Promoter (<=1kb)	4	152020725	152025804	5080	1	ENST00000274065.4	0	RPS3A	ENSG00000145425.5
chr5	77839900	77845979	10878	Promoter (<=1kb)	5	77781038	77844974	63937	2	ENST00000515007.2	0	LHFPL2	ENSG00000145685.9
chr5	167651980	167654399	11886	Promoter (<=1kb)	5	167653253	167668117	14865	1	ENST00000517941.1	0	TENM2	ENSG00000145934.11
chr6	155509300	155511329	14010	Promoter (4-5kb)	6	155504449	155566770	62322	1	ENST00000543712.1	4852	TIAM2	ENSG00000146426.13
chr7	45959050	45961079	14825	Promoter (<=1kb)	7	45951949	45960871	8923	2	ENST00000381086.5	0	IGFBP3	ENSG00000146674.10
chr8	23404100	23406149	16256	Promoter (4-5kb)	8	23399200	23423891	24692	1	ENST00000520949.1	4901	SLC25A37	ENSG00000147454.9
chr8	38641650	38646629	16448	Promoter (<=1kb)	8	38643192	38677149	33958	1	ENST00000524354.1	0	TACC1	ENSG00000147526.15
chr9	21993950	21996999	17605	Promoter (<=1kb)	9	21967751	21994490	26740	2	ENST00000361570.3	0	CDKN2A	ENSG00000147889.12
chr9	97679700	97685999	18063	Promoter (<=1kb)	9	97682497	97697638	15142	1	ENST00000488186.1	0	C9orf3	ENSG00000148120.10
chr9	97562200	97564699	18052	Promoter (<=1kb)	9	97562458	97694263	131806	1	ENST00000395357.2	0	C9orf3	ENSG00000148120.10
chr9	132889350	132893499	18700	Promoter (<=1kb)	9	132891870	132895515	3646	1	ENST00000415344.1	0	GPR107	ENSG00000148358.15
chr20	10583930	10586099	33722	Promoter (4-5kb)	20	10579323	10617477	38155	1	ENST00000488816.1	4608	SLX4IP	ENSG00000149346.10
chr10	62331500	62333629	19697	Promoter (<=1kb)	10	61789555	62332421	542867	2	ENST00000503366.1	0	ANK3	ENSG00000151150.16
chr2	17993530	17995749	3902	Promoter (2-3kb)	2	17997763	17998368	606	1	ENST00000281047.3	-2014	MSGN1	ENSG00000151379.3
chr4	148401030	148405129	9926	Promoter (<=1kb)	4	148402069	148466106	64038	1	ENST00000339690.5	0	EDNRA	ENSG00000151617.11
chr13	24000300	24003149	24663	Promoter (4-5kb)	13	23902965	24007841	104877	2	ENST00000382298.3	4692	SACS	ENSG00000151835.9
chr6	56818050	56820129	13272	Promoter (<=1kb)	6	56322787	56819385	496599	2	ENST00000370754.5	0	DST	ENSG00000151914.13
chr2	223914350	223923129	6139	Promoter (<=1kb)	2	223916532	223920355	3824	1	ENST00000281830.3	0	KCNE4	ENSG00000152049.5
chr1	174767400	174770379	2650	Promoter (<=1kb)	1	174769070	174964445	195376	1	ENST00000489615.1	0	RABGAP1L	ENSG00000152061.17
chr18	42260150	42263649	31653	Promoter (<=1kb)	18	42260863	42648475	387613	1	ENST00000282030.5	0	SETBP1	ENSG00000152217.12
chr4	81104650	81107449	9446	Promoter (<=1kb)	4	81105033	81117752	12720	1	ENST00000508965.1	0	PRDM8	ENSG00000152784.11
chr1	85928750	85932249	1670	Promoter (<=1kb)	1	85784168	85930823	146656	2	ENST00000284031.8	0	DDAH1	ENSG00000153904.14
chr15	101560730	101564299	27984	Promoter (<=1kb)	15	101561914	101565154	3241	1	ENST00000525617.2	0	LRRK1	ENSG00000154237.8
chr15	101457850	101460099	27982	Promoter (<=1kb)	15	101459420	101610317	150898	1	ENST00000388948.3	0	LRRK1	ENSG00000154237.8
chr4	186452830	186459649	10222	Promoter (<=1kb)	4	186422851	186456662	33812	2	ENST00000284770.5	0	PDLIM3	ENSG00000154553.9
chr8	74902130	74905999	16701	Promoter (<=1kb)	8	74903587	74941322	37736	1	ENST00000284818.2	0	LY96	ENSG00000154589.2
chr21	18982300	18985429	34582	Promoter (<=1kb)	21	18965971	18985162	19192	2	ENST00000339775.6	0	BTG3	ENSG00000154640.10
chr21	30515880	30519229	34637	Promoter (<=1kb)	21	30517880	30547540	29661	1	ENST00000470800.1	0	MAP3K7CL	ENSG00000156265.11
chr1	100233150	100235199	1852	Promoter (<=1kb)	1	100213151	100232187	19037	2	ENST00000370176.2	-964	FRRS1	ENSG00000156869.8
chr9	112541880	112545699	18257	Promoter (<=1kb)	9	112542589	112934792	392204	1	ENST00000374530.3	0	PALM2-AKAP2	ENSG00000157654.13
chr9	117372150	117375429	18366	Promoter (<=1kb)	9	117373486	117406441	32956	1	ENST00000288502.4	0	C9orf91	ENSG00000157693.10
chr15	90379130	90381179	27757	Promoter (<=1kb)	15	90378656	90381186	2531	2	ENST00000558926.1	7	AP3S2	ENSG00000157823.12
chr7	4918480	4920479	14388	Promoter (1-2kb)	7	4917369	4921840	4472	2	ENST00000457174.1	1361	RADIL	ENSG00000157927.12
chr21	36256180	36261749	34715	Promoter (<=1kb)	21	36160098	36260987	100890	2	ENST00000344691.4	0	RUNX1	ENSG00000159216.14
chr11	117087250	117093349	22504	Promoter (<=1kb)	11	117076864	117090854	13991	2	ENST00000527037.1	0	PCSK7	ENSG00000160613.8
chr12	50096950	50100929	23473	Promoter (<=1kb)	12	50038716	50101003	62288	2	ENST00000550488.1	74	FMNL3	ENSG00000161791.9
chr12	50055050	50071579	23470	Promoter (<=1kb)	12	50055518	50062337	6820	2	ENST00000550970.1	0	FMNL3	ENSG00000161791.9
chr1	109187900	109189979	1885	Promoter (4-5kb)	1	109192846	109194067	1222	2	ENST00000483729.1	4088	HENMT1	ENSG00000162639.11
chr2	238319130	238323499	6301	Promoter (<=1kb)	2	238232655	238322850	90196	2	ENST00000347401.3	0	COL6A3	ENSG00000163359.11
chr3	64205650	64212849	7470	Promoter (<=1kb)	3	64079543	64211131	131589	2	ENST00000295902.6	0	PRICKLE2	ENSG00000163637.7
chr2	28841880	28868549	4083	Promoter (<=1kb)	2	28843539	28853531	9993	1	ENST00000473272.1	0	PLB1	ENSG00000163803.8
chr1	37936150	37946979	994	Promoter (<=1kb)	1	37940153	37949980	9828	1	ENST00000373087.6	0	ZC3H12A	ENSG00000163874.8
chr1	40096930	40107599	1043	Promoter (<=1kb)	1	40089825	40105617	15793	2	ENST00000372852.3	0	HEYL	ENSG00000163909.6
chr9	113341100	113343129	18294	Promoter (<=1kb)	9	113127531	113342160	214630	2	ENST00000401783.2	0	SVEP1	ENSG00000165124.13
chr10	50287730	50291229	19622	Promoter (2-3kb)	10	50272196	50285336	13141	2	ENST00000476018.2	-2395	VSTM4	ENSG00000165633.8
chr10	120100350	120102399	20614	Promoter (<=1kb)	10	120065401	120101832	36432	2	ENST00000369183.4	0	FAM204A	ENSG00000165669.9
chr10	30345380	30348149	19408	Promoter (<=1kb)	10	30301729	30348453	46725	2	ENST00000375377.1	304	KIAA1462	ENSG00000165757.8
chr10	115437500	115441529	20558	Promoter (<=1kb)	10	115438942	115486178	47237	1	ENST00000429617.1	0	CASP7	ENSG00000165806.15
chr11	34376480	34378599	21350	Promoter (<=1kb)	11	34172535	34378802	206268	2	ENST00000298992.2	203	ABTB2	ENSG00000166016.4
chr11	34265250	34267479	21339	Promoter (1-2kb)	11	34194721	34264092	69372	2	ENST00000530814.1	-1159	ABTB2	ENSG00000166016.4
chr11	94499880	94504049	22289	Promoter (<=1kb)	11	94501508	94609913	108406	1	ENST00000317829.8	0	AMOTL1	ENSG00000166025.13
chr11	133994250	133996649	22790	Promoter (<=1kb)	11	133996234	134014891	18658	1	ENST00000524969.1	0	JAM3	ENSG00000166086.8
chr11	123063850	123067399	22636	Promoter (<=1kb)	11	122943035	123065989	122955	2	ENST00000448775.2	0	CLMP	ENSG00000166250.7
chr10	104531680	104547499	20417	Promoter (<=1kb)	10	104536006	104576021	40016	1	ENST00000369889.4	0	WBP1L	ENSG00000166272.12
chr11	7596150	7603029	20998	Promoter (<=1kb)	11	7597639	7674991	77353	1	ENST00000533792.1	0	PPFIBP2	ENSG00000166387.7
chr11	114161600	114169679	22471	Promoter (<=1kb)	11	114166547	114183282	16736	1	ENST00000299964.3	0	NNMT	ENSG00000166741.3
chr17	33568050	33572649	30047	Promoter (<=1kb)	17	33570055	33600674	30620	1	ENST00000299977.4	0	SLFN5	ENSG00000166750.5
chr15	67389900	67391899	27274	Promoter (<=1kb)	15	67390920	67457373	66454	1	ENST00000559092.1	0	SMAD3	ENSG00000166949.11
chr21	33863550	33866299	34663	Promoter (<=1kb)	21	33865963	33887190	21228	1	ENST00000496615.1	0	EVA1C	ENSG00000166979.8
chr11	3965000	3970199	20961	Promoter (<=1kb)	11	3968573	4076795	108223	1	ENST00000532990.1	0	STIM1	ENSG00000167323.5
chr19	47141050	47143379	33189	Promoter (3-4kb)	19	47137333	47137942	610	2	ENST00000300873.4	-3109	GNG8	ENSG00000167414.4
chr6	26271350	26275549	12589	Promoter (<=1kb)	6	26273144	26273622	479	1	ENST00000377733.2	0	HIST1H2BI	ENSG00000168242.3
chr18	9706200	9710449	31371	Promoter (<=1kb)	18	9708162	9862548	154387	1	ENST00000578921.1	0	RAB31	ENSG00000168461.8
chr8	42387050	42390929	16524	Promoter (<=1kb)	8	42320596	42390139	69544	2	ENST00000524211.1	0	SLC20A2	ENSG00000168575.5
chr4	4308400	4311199	8971	Promoter (3-4kb)	4	4304459	4322424	17966	1	ENST00000511458.1	3942	ZBTB49	ENSG00000168826.11
chr22	28189650	28193499	35268	Promoter (<=1kb)	22	28146052	28192884	46833	2	ENST00000424656.1	0	MN1	ENSG00000169184.5
chr8	38756580	38768499	16457	Promoter (<=1kb)	8	38758753	38829298	70546	1	ENST00000521746.1	0	PLEKHA2	ENSG00000169499.10
chr2	109236050	109238149	5173	Promoter (<=1kb)	2	109237707	109287271	49565	1	ENST00000449684.2	0	LIMS1	ENSG00000169756.12
chr2	109277000	109279479	5176	Promoter (2-3kb)	2	109274350	109279256	4907	1	ENST00000434274.1	2651	LIMS1	ENSG00000169756.12
chr1	19280300	19282649	477	Promoter (<=1kb)	1	19234834	19282192	47359	2	ENST00000416166.1	0	IFFO2	ENSG00000169991.6
chr3	105087030	105089199	7741	Promoter (<=1kb)	3	105086187	105295705	209519	1	ENST00000472644.2	844	ALCAM	ENSG00000170017.8
chr1	211752550	211756379	3168	Promoter (<=1kb)	1	211744910	211752084	7175	2	ENST00000367001.4	-467	SLC30A1	ENSG00000170385.9
chr2	101539480	101542949	5065	Promoter (<=1kb)	2	101541608	101580638	39031	1	ENST00000486017.1	0	NPAS2	ENSG00000170485.12
chr11	104033350	104036349	22360	Promoter (<=1kb)	11	103777914	104034835	256922	2	ENST00000393158.2	0	PDGFD	ENSG00000170962.8
chr18	65183480	65186129	31924	Promoter (<=1kb)	18	65173819	65184217	10399	2	ENST00000310045.7	0	DSEL	ENSG00000171451.13
chr15	45668850	45670949	26927	Promoter (<=1kb)	15	45653324	45670742	17419	2	ENST00000558362.1	0	GATM	ENSG00000171766.11
chr18	60827150	60830479	31907	Promoter (<=1kb)	18	60795445	60829102	33658	2	ENST00000590515.1	0	BCL2	ENSG00000171791.10
chr20	52201150	52203849	34394	Promoter (1-2kb)	20	52183612	52199636	16025	2	ENST00000302342.3	-1515	ZNF217	ENSG00000171940.9
chr20	52195200	52200749	34393	Promoter (<=1kb)	20	52183612	52199636	16025	2	ENST00000302342.3	0	ZNF217	ENSG00000171940.9
chr8	121820400	121825749	17035	Promoter (<=1kb)	8	121547985	121825513	277529	2	ENST00000395601.3	0	SNTB1	ENSG00000172164.9
chr5	43063630	43068879	10583	Promoter (<=1kb)	5	43065278	43080445	15168	1	ENST00000503599.1	0	ZNF131	ENSG00000172262.7
chr1	95486180	95489199	1828	Promoter (3-4kb)	1	95449106	95492759	43654	2	ENST00000507727.2	3560	ALG14	ENSG00000172339.9
chr4	100123150	100125479	9581	Promoter (4-5kb)	4	100125176	100129971	4796	2	ENST00000512708.1	4492	ADH6	ENSG00000172955.13
chr7	64001150	64003149	14952	Promoter (1-2kb)	7	63982828	64004597	21770	2	ENST00000470847.1	1448	ZNF680	ENSG00000173041.7
chr4	38858700	38860799	9201	Promoter (<=1kb)	4	38830821	38858438	27618	2	ENST00000514655.1	-263	TLR6	ENSG00000174130.8
chr12	108730630	108733129	24128	Promoter (<=1kb)	12	108681821	108733094	51274	2	ENST00000312143.7	0	CMKLR1	ENSG00000174600.9
chr15	92393230	92401849	27823	Promoter (<=1kb)	15	92396925	92709133	312209	1	ENST00000318445.6	0	SLCO3A1	ENSG00000176463.9
chr3	183002180	183005249	8592	Promoter (<=1kb)	3	183005268	183016292	11025	1	ENST00000462559.1	-19	B3GNT5	ENSG00000176597.7
chr16	86607800	86609849	29229	Promoter (<=1kb)	16	86609974	86612672	2699	1	ENST00000593625.1	-125	FOXL1	ENSG00000176678.4
chr11	27013400	27018629	21283	Promoter (<=1kb)	11	27015628	27018630	3003	1	ENST00000318627.2	0	FIBIN	ENSG00000176971.2
chr3	184432950	184435649	8627	Promoter (3-4kb)	3	184428156	184429836	1681	2	ENST00000317897.3	-3115	MAGEF1	ENSG00000177383.3
chr4	114898700	114901699	9682	Promoter (<=1kb)	4	114821440	114900857	79418	2	ENST00000315366.7	0	ARSJ	ENSG00000180801.11
chr15	89164200	89166449	27730	Promoter (<=1kb)	15	89164527	89175513	10987	1	ENST00000332810.3	0	AEN	ENSG00000181026.13
chr5	76010400	76015449	10858	Promoter (<=1kb)	5	76011868	76031606	19739	1	ENST00000319211.4	0	F2R	ENSG00000181104.6
chr7	137616700	137619479	15690	Promoter (<=1kb)	7	137597570	137618636	21067	2	ENST00000458726.1	0	CREB3L2	ENSG00000182158.10
chr15	93615750	93617799	27875	Promoter (<=1kb)	15	93586636	93616939	30304	2	ENST00000425933.2	0	RGMA	ENSG00000182175.9
chr12	7167130	7169999	23043	Promoter (<=1kb)	12	7167819	7178336	10518	1	ENST00000328916.3	0	C1S	ENSG00000182326.10
chr6	27838500	27841899	12628	Promoter (<=1kb)	6	27839623	27840099	477	2	ENST00000328488.2	0	HIST1H3I	ENSG00000182572.2
chr15	60660300	60669699	27091	Promoter (<=1kb)	15	60643391	60666704	23314	2	ENST00000559176.1	0	ANXA2	ENSG00000182718.12
chr15	60682100	60690599	27092	Promoter (<=1kb)	15	60639333	60690185	50853	2	ENST00000396024.3	0	ANXA2	ENSG00000182718.12
chr6	26535750	26540379	12602	Promoter (<=1kb)	6	26538633	26546482	7850	1	ENST00000377575.2	0	HMGN4	ENSG00000182952.4
chr13	24840180	24842779	24693	Promoter (2-3kb)	13	24844826	24878042	33217	1	ENST00000399949.2	-2047	SPATA13	ENSG00000182957.11
chr7	48124050	48131299	14875	Promoter (<=1kb)	7	48128225	48143004	14780	1	ENST00000416681.1	0	UPP1	ENSG00000183696.9
chr15	101441600	101444299	27981	Promoter (3-4kb)	15	101438265	101447435	9171	1	ENST00000558869.1	3336	ALDH1A3	ENSG00000184254.12
chr6	27803550	27808499	12626	Promoter (<=1kb)	6	27805658	27806117	460	2	ENST00000330180.2	0	HIST1H2AK	ENSG00000184348.2
chr11	96070200	96077249	22330	Promoter (<=1kb)	11	95709762	96076344	366583	2	ENST00000524717.1	0	MAML2	ENSG00000184384.9
chr3	93691200	93693999	7657	Promoter (<=1kb)	3	93591881	93692910	101030	2	ENST00000394236.3	0	PROS1	ENSG00000184500.10
chr6	27112480	27116399	12612	Promoter (<=1kb)	6	27114861	27115317	457	1	ENST00000377459.1	0	HIST1H2AH	ENSG00000184825.4
chr14	85998450	86001799	26282	Promoter (1-2kb)	14	85996572	86090431	93860	1	ENST00000554746.1	1879	FLRT2	ENSG00000185070.6
chr14	85994900	85997029	26281	Promoter (<=1kb)	14	85996488	86095034	98547	1	ENST00000330753.4	0	FLRT2	ENSG00000185070.6
chr17	4106600	4108679	29505	Promoter (2-3kb)	17	4098750	4111427	12678	2	ENST00000573250.2	2748	ANKFY1	ENSG00000185722.12
chr7	79080450	79085449	15108	Promoter (<=1kb)	7	77646393	79082871	1436479	2	ENST00000419488.1	0	MAGI2	ENSG00000187391.13
chr5	141695980	141708449	11483	Promoter (<=1kb)	5	141689992	141704566	14575	2	ENST00000344120.4	0	SPRY4	ENSG00000187678.8
chr3	127632530	127638149	8017	Promoter (<=1kb)	3	127634075	127706509	72435	1	ENST00000405109.1	0	KBTBD12	ENSG00000187715.9
chr3	127628230	127631279	8016	Promoter (2-3kb)	3	127634075	127706509	72435	1	ENST00000405109.1	-2796	KBTBD12	ENSG00000187715.9
chr8	121135930	121138849	17027	Promoter (<=1kb)	8	121137347	121383156	245810	1	ENST00000309791.4	0	COL14A1	ENSG00000187955.7
chr3	188814880	188819149	8745	Promoter (<=1kb)	3	188817910	188933172	115263	1	ENST00000412373.1	0	TPRG1	ENSG00000188001.5
chr9	95362630	95364749	18004	Promoter (<=1kb)	9	95362539	95377446	14908	1	ENST00000375579.3	92	CENPP	ENSG00000188312.9
chr9	95369000	95372879	18005	Promoter (<=1kb)	9	95372826	95377446	4621	1	ENST00000375576.1	0	CENPP	ENSG00000188312.9
chr12	3792680	3796099	22959	Promoter (3-4kb)	12	3797876	3799650	1775	2	ENST00000358444.3	3551	AC005831.1	ENSG00000196138.3
chr19	39934750	39937949	32962	Promoter (<=1kb)	19	39936186	39967306	31121	1	ENST00000402194.2	0	SUPT5H	ENSG00000196235.9
chr6	27861130	27864299	12629	Promoter (<=1kb)	6	27861203	27861669	467	1	ENST00000303806.4	0	HIST1H2BO	ENSG00000196331.5
chr10	5684380	5689599	19086	Promoter (<=1kb)	10	5680830	5683775	2946	2	ENST00000493897.1	-606	ASB13	ENSG00000196372.8
chr6	129810680	129813829	13684	Promoter (<=1kb)	6	129811828	129823817	11990	1	ENST00000498257.1	0	LAMA2	ENSG00000196569.7
chr5	150529700	150531979	11716	Promoter (<=1kb)	5	150516870	150531040	14171	2	ENST00000523164.1	0	ANXA6	ENSG00000197043.9
chr12	66274550	66277749	23775	Promoter (<=1kb)	12	66245120	66275947	30828	2	ENST00000439236.2	0	RP11-366L20.2	ENSG00000197301.3
chr10	30021930	30027449	19393	Promoter (<=1kb)	10	29746267	30024733	278467	2	ENST00000375400.3	0	SVIL	ENSG00000197321.10
chr10	29927800	29939149	19388	Promoter (<=1kb)	10	29844019	29936184	92166	2	ENST00000483758.1	0	SVIL	ENSG00000197321.10
chr16	73176380	73178899	29041	Promoter (<=1kb)	16	73160536	73178346	17811	2	ENST00000358463.2	0	C16orf47	ENSG00000197445.2
chr18	74810000	74816499	31981	Promoter (<=1kb)	18	74692383	74817217	124835	2	ENST00000580402.1	718	MBP	ENSG00000197971.10
chr18	74839080	74844599	31984	Promoter (<=1kb)	18	74724735	74843640	118906	2	ENST00000397863.1	0	MBP	ENSG00000197971.10
chr20	1873280	1881199	33588	Promoter (<=1kb)	20	1875154	1920543	45390	1	ENST00000400068.3	0	SIRPA	ENSG00000198053.7
chr6	28108700	28110749	12634	Promoter (<=1kb)	6	28109688	28121889	12202	1	ENST00000606198.1	0	ZKSCAN8	ENSG00000198315.6
chr9	72870450	72876579	17844	Promoter (<=1kb)	9	72873937	72969804	95868	1	ENST00000361138.5	0	SMC5	ENSG00000198887.7
chr6	130339150	130343049	13692	Promoter (<=1kb)	6	130339728	130372488	32761	1	ENST00000526087.1	0	L3MBTL3	ENSG00000198945.3
chr1	85905700	85907729	1667	Promoter (4-5kb)	1	85900858	85900967	110	2	ENST00000362589.1	-4734	Y_RNA	ENSG00000199459.1
chr20	30482500	30484599	33924	Promoter (4-5kb)	20	30489057	30489229	173	1	ENST00000362627.1	-4458	RNU1-94P	ENSG00000199497.1
chr8	18835250	18837329	16124	Promoter (<=1kb)	8	18837129	18837282	154	1	ENST00000364287.1	0	SNORA62	ENSG00000201157.1
chr17	57922150	57925229	30650	Promoter (<=1kb)	17	57924799	57924905	107	2	ENST00000364654.1	0	RNU6-450P	ENSG00000201524.1
chr6	31461050	31466129	12726	Promoter (<=1kb)	6	31464466	31464567	102	2	ENST00000383850.1	0	Y_RNA	ENSG00000201680.1
chr11	34212830	34216179	21336	Promoter (2-3kb)	11	34210721	34210822	102	1	ENST00000364997.1	2110	Y_RNA	ENSG00000201867.1
chr13	21286250	21288399	24630	Promoter (<=1kb)	13	21286570	21288285	1716	1	ENST00000366421.3	0	AL512652.1	ENSG00000203614.3
chr9	89762080	89765099	17946	Promoter (<=1kb)	9	89763559	89774471	10913	1	ENST00000375941.2	0	C9orf170	ENSG00000204446.2
chr6	31152500	31156799	12715	Promoter (3-4kb)	6	31132119	31148508	16390	2	ENST00000441888.3	-3993	POU5F1	ENSG00000204531.11
chr18	67066750	67069899	31928	Promoter (<=1kb)	18	67068291	67516323	448033	1	ENST00000382713.5	0	DOK6	ENSG00000206052.6
chr18	47017100	47019279	31738	Promoter (<=1kb)	18	47017653	47017717	65	2	ENST00000383875.1	0	SNORD58A	ENSG00000206602.1
chr1	236079350	236081749	3597	Promoter (<=1kb)	1	236078715	236078821	107	1	ENST00000384076.1	636	RNU6-968P	ENSG00000206803.1
chr11	19616830	19619199	21246	Promoter (3-4kb)	11	19612703	19612838	136	2	ENST00000384676.1	-3993	SNORA1	ENSG00000207407.1
chr5	64421600	64424279	10716	Promoter (2-3kb)	5	64419196	64419301	106	1	ENST00000384708.1	2405	Y_RNA	ENSG00000207439.1
chr11	122026730	122030999	22624	Promoter (3-4kb)	11	122022937	122023016	80	2	ENST00000385259.1	-3715	MIR100	ENSG00000207994.1
chr5	172442450	172446299	11997	Promoter (1-2kb)	5	172447731	172447931	201	1	ENST00000391100.1	-1432	SNORA74B	ENSG00000212402.1
chr3	27673050	27675899	6787	Promoter (<=1kb)	3	27674467	27675211	745	1	ENST00000368528.3	0	AC098614.2	ENSG00000213846.3
chr3	193719400	193723349	8784	Promoter (<=1kb)	3	193675161	193721448	46288	2	ENST00000397645.2	0	RP11-699L21.1	ENSG00000214146.2
chr7	63505180	63507199	14949	Promoter (<=1kb)	7	63505821	63537792	31972	1	ENST00000445978.1	0	RP11-3N2.13	ENSG00000214652.4
chr5	72920350	72923599	10833	Promoter (<=1kb)	5	72921983	73207522	285540	1	ENST00000296794.6	0	ARHGEF28	ENSG00000214944.5
chr21	17959050	17961729	34577	Promoter (<=1kb)	21	17961009	17999514	38506	1	ENST00000602323.1	0	LINC00478	ENSG00000215386.6
chr13	41043080	41046629	24899	Promoter (2-3kb)	13	41032671	41040785	8115	2	ENST00000542632.1	-2296	LINC00598	ENSG00000215483.4
chr6	36701630	36704079	12932	Promoter (<=1kb)	6	36704827	36705763	937	1	ENST00000494644.1	-748	RP3-431A14.4	ENSG00000220349.4
chr1	8569030	8571849	195	Promoter (<=1kb)	1	8571854	8571978	125	2	ENST00000408156.1	129	SNORA77	ENSG00000221083.1
chr4	54968530	54970579	9309	Promoter (<=1kb)	4	54969747	54969823	77	2	ENST00000408292.1	0	AC110298.1	ENSG00000221219.1
chr1	87614650	87619099	1689	Promoter (<=1kb)	1	87616981	87617128	148	1	ENST00000408295.1	0	AL139139.1	ENSG00000221222.1
chr17	16188130	16191949	29727	Promoter (2-3kb)	17	16185328	16185402	75	1	ENST00000408428.1	2803	MIR1288	ENSG00000221355.1
chr8	25895730	25903479	16275	Promoter (<=1kb)	8	25699246	25902913	203668	2	ENST00000520164.1	0	EBF2	ENSG00000221818.4
chr5	151077730	151080499	11732	Promoter (3-4kb)	5	151083850	151084139	290	2	ENST00000410170.1	3640	RN7SKP232	ENSG00000222102.1
chr11	122450600	122453279	22630	Promoter (<=1kb)	11	122449913	122450015	103	2	ENST00000411333.1	-586	RNU6-592P	ENSG00000223265.1
chr1	145091450	145093499	2112	Promoter (2-3kb)	1	145096220	145116922	20703	1	ENST00000453618.1	-2721	SEC22B	ENSG00000223380.3
chr6	169565400	169567399	14221	Promoter (2-3kb)	6	169558187	169563019	4833	2	ENST00000439703.1	-2382	RP11-417E7.1	ENSG00000223485.1
chr7	25706030	25710179	14570	Promoter (3-4kb)	7	25632971	25702673	69703	2	ENST00000446840.1	-3358	AC003090.1	ENSG00000223561.2
chr7	25701900	25704079	14569	Promoter (<=1kb)	7	25632971	25702673	69703	2	ENST00000446840.1	0	AC003090.1	ENSG00000223561.2
chr13	50931000	50932999	25077	Promoter (2-3kb)	13	50935546	50935899	354	2	ENST00000445636.1	2900	RPL34P26	ENSG00000223676.1
chr2	238164030	238166779	6294	Promoter (<=1kb)	2	238165734	238166319	586	1	ENST00000445534.2	0	AC112715.2	ENSG00000224132.2
chr2	11533280	11535399	3850	Promoter (<=1kb)	2	11534107	11543203	9097	1	ENST00000417473.2	0	LINC00570	ENSG00000224177.2
chr16	24680800	24683829	28461	Promoter (<=1kb)	16	24672743	24682383	9641	2	ENST00000414816.1	0	AC012317.1	ENSG00000224310.1
chr13	30687600	30689629	24741	Promoter (4-5kb)	13	30681736	30683012	1277	2	ENST00000432770.1	-4589	LINC00365	ENSG00000224511.1
chr3	172232300	172235649	8517	Promoter (4-5kb)	3	172240018	172240234	217	1	ENST00000429380.1	-4369	AC007919.18	ENSG00000224611.1
chr3	30669430	30672849	6827	Promoter (1-2kb)	3	30667915	30668289	375	2	ENST00000411661.1	-1142	AC096921.2	ENSG00000224618.1
chr9	135644200	135646529	18788	Promoter (<=1kb)	9	135644840	135645599	760	2	ENST00000451318.1	0	RP11-295G24.5	ENSG00000224992.1
chr5	141946900	141948999	11497	Promoter (<=1kb)	5	141946265	141946641	377	1	ENST00000427031.1	636	RPS12P10	ENSG00000225147.1
chr10	10837450	10842499	19135	Promoter (<=1kb)	10	10826401	10836943	10543	2	ENST00000434919.2	-508	SFTA1P	ENSG00000225383.2
chr10	3976250	3979699	19046	Promoter (<=1kb)	10	3976711	3978005	1295	1	ENST00000432452.2	0	RP11-464C19.3	ENSG00000226005.3
chr2	70334600	70336699	4749	Promoter (4-5kb)	2	70321071	70330352	9282	2	ENST00000442326.1	-4249	AC016700.3	ENSG00000226505.1
chr6	41470400	41475199	13016	Promoter (<=1kb)	6	41470182	41487590	17409	1	ENST00000416951.1	219	RP11-328M4.3	ENSG00000226917.1
chr1	229574400	229577199	3454	Promoter (<=1kb)	1	229576031	229576767	737	2	ENST00000434311.1	0	RP5-1068B5.3	ENSG00000226920.1
chr1	230405400	230407399	3483	Promoter (1-2kb)	1	230394440	230404229	9790	2	ENST00000440729.1	-1172	RP5-956O18.2	ENSG00000227006.1
chr1	147717500	147719579	2159	Promoter (<=1kb)	1	147718440	147718956	517	1	ENST00000415381.1	0	RP11-301M17.1	ENSG00000227700.1
chr1	214532900	214537079	3223	Promoter (1-2kb)	1	214517515	214530958	13444	2	ENST00000443622.1	-1943	RP11-176D17.3	ENSG00000228470.1
chr6	132450580	132455679	13702	Promoter (<=1kb)	6	132453055	132458073	5019	1	ENST00000422700.1	0	LINC01013	ENSG00000228495.1
chr6	108943000	108944999	13475	Promoter (3-4kb)	6	108939203	108939488	286	2	ENST00000434672.1	-3513	SUMO2P8	ENSG00000228976.1
chr21	33869380	33872579	34665	Promoter (<=1kb)	21	33869122	33869621	500	1	ENST00000448649.1	259	EXOSC3P1	ENSG00000229007.1
