Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
13	40229764	40365802	COG6	component of oligomeric golgi complex 6 [Source:HGNC Symbol;Acc:18621]	protein_coding	ENSG00000133103
13	36875775	36944317	SPG20	spastic paraplegia 20 (Troyer syndrome) [Source:HGNC Symbol;Acc:18514]	protein_coding	ENSG00000133104
13	32313674	32377009	RXFP2	relaxin/insulin-like family peptide receptor 2 [Source:HGNC Symbol;Acc:17318]	protein_coding	ENSG00000133105
13	43460524	43566407	EPSTI1	epithelial stromal interaction 1 (breast) [Source:HGNC Symbol;Acc:16465]	protein_coding	ENSG00000133106
13	38210773	38444562	TRPC4	transient receptor potential cation channel, subfamily C, member 4 [Source:HGNC Symbol;Acc:12336]	protein_coding	ENSG00000133107
13	38136720	38172981	POSTN	periostin, osteoblast specific factor [Source:HGNC Symbol;Acc:16953]	protein_coding	ENSG00000133110
13	37393361	37403241	RFXAP	regulatory factor X-associated protein [Source:HGNC Symbol;Acc:9988]	protein_coding	ENSG00000133111
13	45911008	45915505	TPT1	tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:12022]	protein_coding	ENSG00000133112
13	45563687	45607746	GPALPP1	GPALPP motifs containing 1 [Source:HGNC Symbol;Acc:20298]	protein_coding	ENSG00000133114
13	39540062	39565203	STOML3	stomatin (EPB72)-like 3 [Source:HGNC Symbol;Acc:19420]	protein_coding	ENSG00000133115
13	33590207	33640282	KL	klotho [Source:HGNC Symbol;Acc:6344]	protein_coding	ENSG00000133116
13	34392186	34540695	RFC3	replication factor C (activator 1) 3, 38kDa [Source:HGNC Symbol;Acc:9971]	protein_coding	ENSG00000133119
13	33677272	33924767	STARD13	StAR-related lipid transfer (START) domain containing 13 [Source:HGNC Symbol;Acc:19164]	protein_coding	ENSG00000133121
X	107975712	107979651	IRS4	insulin receptor substrate 4 [Source:HGNC Symbol;Acc:6128]	protein_coding	ENSG00000133124
X	106057101	106243474	MORC4	MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:23485]	protein_coding	ENSG00000133131
X	102564274	102565974	BEX2	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:30933]	protein_coding	ENSG00000133134
X	105937024	106040223	RNF128	ring finger protein 128, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21153]	protein_coding	ENSG00000133135
X	109589700	109590201	GNG5P2	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 2 [Source:HGNC Symbol;Acc:24826]	protein_coding	ENSG00000133136
X	106045910	106119375	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain) [Source:HGNC Symbol;Acc:24715]	protein_coding	ENSG00000133138
X	102831159	102842657	TCEAL4	transcription elongation factor A (SII)-like 4 [Source:HGNC Symbol;Acc:26121]	protein_coding	ENSG00000133142
X	104463611	104465358	TEX13A	testis expressed 13A [Source:HGNC Symbol;Acc:11735]	protein_coding	ENSG00000133149
X	102317579	102319168	BEX1	brain expressed, X-linked 1 [Source:HGNC Symbol;Acc:1036]	protein_coding	ENSG00000133169
17	71203492	71232892	FAM104A	family with sequence similarity 104, member A [Source:HGNC Symbol;Acc:25918]	protein_coding	ENSG00000133193
17	70642088	71088851	SLC39A11	solute carrier family 39, member 11 [Source:HGNC Symbol;Acc:14463]	protein_coding	ENSG00000133195
1	23037332	23241818	EPHB2	EPH receptor B2 [Source:HGNC Symbol;Acc:3393]	protein_coding	ENSG00000133216
1	24958207	24999758	SRRM1	serine/arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:16638]	protein_coding	ENSG00000133226
19	1985447	2034880	BTBD2	BTB (POZ) domain containing 2 [Source:HGNC Symbol;Acc:15504]	protein_coding	ENSG00000133243
19	8554940	8567996	PRAM1	PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:30091]	protein_coding	ENSG00000133246
19	55851221	55859488	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:28405]	protein_coding	ENSG00000133247
19	8575462	8579048	ZNF414	zinc finger protein 414 [Source:HGNC Symbol;Acc:20630]	protein_coding	ENSG00000133250
4	619373	664571	PDE6B	phosphodiesterase 6B, cGMP-specific, rod, beta [Source:HGNC Symbol;Acc:8786]	protein_coding	ENSG00000133256
19	55773599	55791749	HSPBP1	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1 [Source:HGNC Symbol;Acc:24989]	protein_coding	ENSG00000133265
19	1941188	1981337	CSNK1G2	casein kinase 1, gamma 2 [Source:HGNC Symbol;Acc:2455]	protein_coding	ENSG00000133275
5	93954052	94075141	ANKRD32	ankyrin repeat domain 32 [Source:HGNC Symbol;Acc:25408]	protein_coding	ENSG00000133302
18	72163051	72188366	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:HGNC Symbol;Acc:24437]	protein_coding	ENSG00000133313
11	63766030	63933578	MACROD1	MACRO domain containing 1 [Source:HGNC Symbol;Acc:29598]	protein_coding	ENSG00000133315
11	62599814	62609281	WDR74	WD repeat domain 74 [Source:HGNC Symbol;Acc:25529]	protein_coding	ENSG00000133316
11	63273556	63284246	LGALS12	lectin, galactoside-binding, soluble, 12 [Source:HGNC Symbol;Acc:15788]	protein_coding	ENSG00000133317
11	63448918	63527363	RTN3	reticulon 3 [Source:HGNC Symbol;Acc:10469]	protein_coding	ENSG00000133318
11	63304281	63313934	RARRES3	retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:9869]	protein_coding	ENSG00000133321
11	63320242	63330855	HRASLS2	HRAS-like suppressor 2 [Source:HGNC Symbol;Acc:17824]	protein_coding	ENSG00000133328
16	15797029	15950890	MYH11	myosin, heavy chain 11, smooth muscle [Source:HGNC Symbol;Acc:7569]	protein_coding	ENSG00000133392
16	15959577	15982482	FOPNL	FGFR1OP N-terminal like [Source:HGNC Symbol;Acc:26435]	protein_coding	ENSG00000133393
5	6371994	6378707	MED10	mediator complex subunit 10 [Source:HGNC Symbol;Acc:28760]	protein_coding	ENSG00000133398
5	31639517	32111037	PDZD2	PDZ domain containing 2 [Source:HGNC Symbol;Acc:18486]	protein_coding	ENSG00000133401
22	31321117	31364284	MORC2	MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:23573]	protein_coding	ENSG00000133422
22	33558212	34318829	LARGE	like-glycosyltransferase [Source:HGNC Symbol;Acc:6511]	protein_coding	ENSG00000133424
22	24299601	24303373	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene) [Source:HGNC Symbol;Acc:33437]	protein_coding	ENSG00000133433
22	26138111	26427007	MYO18B	myosin XVIIIB [Source:HGNC Symbol;Acc:18150]	protein_coding	ENSG00000133454
22	24198890	24228496	SLC2A11	solute carrier family 2 (facilitated glucose transporter), member 11 [Source:HGNC Symbol;Acc:14239]	protein_coding	ENSG00000133460
22	37576207	37595425	C1QTNF6	C1q and tumor necrosis factor related protein 6 [Source:HGNC Symbol;Acc:14343]	protein_coding	ENSG00000133466
22	21562262	21581926	GGT2	gamma-glutamyltransferase 2 [Source:HGNC Symbol;Acc:4251]	protein_coding	ENSG00000133475
22	40390953	40439533	FAM83F	family with sequence similarity 83, member F [Source:HGNC Symbol;Acc:25148]	protein_coding	ENSG00000133477
22	30884900	30901698	SEC14L4	SEC14-like 4 (S. cerevisiae) [Source:HGNC Symbol;Acc:20627]	protein_coding	ENSG00000133488
7	150322463	150329473	GIMAP6	GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:21918]	protein_coding	ENSG00000133561
7	150264365	150271041	GIMAP4	GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:21872]	protein_coding	ENSG00000133574
7	140372953	140396061	ADCK2	aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:19039]	protein_coding	ENSG00000133597
7	140152840	140179369	MKRN1	makorin ring finger protein 1 [Source:HGNC Symbol;Acc:7112]	protein_coding	ENSG00000133606
7	150782918	150841523	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:16923]	protein_coding	ENSG00000133612
7	149411872	149431664	KRBA1	KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:22228]	protein_coding	ENSG00000133619
7	152456834	152552463	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast) [Source:HGNC Symbol;Acc:17256]	protein_coding	ENSG00000133627
12	86268073	86276770	NTS	neurotensin [Source:HGNC Symbol;Acc:8038]	protein_coding	ENSG00000133636
12	92536286	92539673	BTG1	B-cell translocation gene 1, anti-proliferative [Source:HGNC Symbol;Acc:1130]	protein_coding	ENSG00000133639
12	85430092	85657002	LRRIQ1	leucine-rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:25708]	protein_coding	ENSG00000133640
12	88427623	88443937	C12orf29	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:25322]	protein_coding	ENSG00000133641
3	194123401	194219093	ATP13A3	ATPase type 13A3 [Source:HGNC Symbol;Acc:24113]	protein_coding	ENSG00000133657
10	81697496	81742370	SFTPD	surfactant protein D [Source:HGNC Symbol;Acc:10803]	protein_coding	ENSG00000133661
10	82104501	82127829	DYDC2	DPY30 domain containing 2 [Source:HGNC Symbol;Acc:23468]	protein_coding	ENSG00000133665
10	81838402	81852313	TMEM254	transmembrane protein 254 [Source:HGNC Symbol;Acc:25804]	protein_coding	ENSG00000133678
12	29653773	29937692	TMTC1	transmembrane and tetratricopeptide repeat containing 1 [Source:HGNC Symbol;Acc:24099]	protein_coding	ENSG00000133687
12	25357723	25403870	KRAS	Kirsten rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:6407]	protein_coding	ENSG00000133703
12	30781922	30848920	IPO8	importin 8 [Source:HGNC Symbol;Acc:9853]	protein_coding	ENSG00000133704
5	145492601	145562223	LARS	leucyl-tRNA synthetase [Source:HGNC Symbol;Acc:6512]	protein_coding	ENSG00000133706
5	147405246	147516852	SPINK5	serine peptidase inhibitor, Kazal type 5 [Source:HGNC Symbol;Acc:15464]	protein_coding	ENSG00000133710
8	82570196	82598928	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1 [Source:HGNC Symbol;Acc:6050]	protein_coding	ENSG00000133731
8	86019382	86058311	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:29373]	protein_coding	ENSG00000133739
8	86089460	86129387	E2F5	E2F transcription factor 5, p130-binding [Source:HGNC Symbol;Acc:3119]	protein_coding	ENSG00000133740
8	86239837	86291243	CA1	carbonic anhydrase I [Source:HGNC Symbol;Acc:1368]	protein_coding	ENSG00000133742
12	82617460	82752584	CCDC59	coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:25005]	protein_coding	ENSG00000133773
11	9685624	9774538	SWAP70	SWAP switching B-cell complex 70kDa subunit [Source:HGNC Symbol;Acc:17070]	protein_coding	ENSG00000133789
11	13298199	13408813	ARNTL	aryl hydrocarbon receptor nuclear translocator-like [Source:HGNC Symbol;Acc:701]	protein_coding	ENSG00000133794
11	10578513	10633236	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:14687]	protein_coding	ENSG00000133800
11	10329860	10529126	AMPD3	adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:470]	protein_coding	ENSG00000133805
11	12297627	12380691	MICALCL	MICAL C-terminal like [Source:HGNC Symbol;Acc:25933]	protein_coding	ENSG00000133808
11	9800214	10315754	SBF2	SET binding factor 2 [Source:HGNC Symbol;Acc:2135]	protein_coding	ENSG00000133812
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816
11	14299472	14386052	RRAS2	related RAS viral (r-ras) oncogene homolog 2 [Source:HGNC Symbol;Acc:17271]	protein_coding	ENSG00000133818
5	118788138	118972894	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4 [Source:HGNC Symbol;Acc:5213]	protein_coding	ENSG00000133835
12	72003252	72061505	ZFC3H1	zinc finger, C3H1-type containing [Source:HGNC Symbol;Acc:28328]	protein_coding	ENSG00000133858
8	30689060	30748122	TEX15	testis expressed 15 [Source:HGNC Symbol;Acc:11738]	protein_coding	ENSG00000133863
8	29920528	29940723	TMEM66	transmembrane protein 66 [Source:HGNC Symbol;Acc:28789]	protein_coding	ENSG00000133872
8	33405273	33424643	RNF122	ring finger protein 122 [Source:HGNC Symbol;Acc:21147]	protein_coding	ENSG00000133874
8	33448856	33457624	DUSP26	dual specificity phosphatase 26 (putative) [Source:HGNC Symbol;Acc:28161]	protein_coding	ENSG00000133878
11	65101225	65120720	DPF2	D4, zinc and double PHD fingers family 2 [Source:HGNC Symbol;Acc:9964]	protein_coding	ENSG00000133884
11	64570982	64578766	MEN1	multiple endocrine neoplasia I [Source:HGNC Symbol;Acc:7010]	protein_coding	ENSG00000133895
14	76116134	76127532	C14orf1	chromosome 14 open reading frame 1 [Source:HGNC Symbol;Acc:1187]	protein_coding	ENSG00000133935
14	95234553	95236562	GSC	goosecoid homeobox [Source:HGNC Symbol;Acc:4612]	protein_coding	ENSG00000133937
14	91526677	91691976	C14orf159	chromosome 14 open reading frame 159 [Source:HGNC Symbol;Acc:20498]	protein_coding	ENSG00000133943
14	93799565	94174222	UNC79	unc-79 homolog (C. elegans) [Source:HGNC Symbol;Acc:19966]	protein_coding	ENSG00000133958
14	73741815	73930348	NUMB	numb homolog (Drosophila) [Source:HGNC Symbol;Acc:8060]	protein_coding	ENSG00000133961
14	92047040	92247051	CATSPERB	catsper channel auxiliary subunit beta [Source:HGNC Symbol;Acc:20500]	protein_coding	ENSG00000133962
14	74769772	74826711	VRTN	vertebrae development associated [Source:HGNC Symbol;Acc:20223]	protein_coding	ENSG00000133980
14	70791798	70826448	COX16	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20213]	protein_coding	ENSG00000133983
14	71108504	71142077	TTC9	tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:20267]	protein_coding	ENSG00000133985
14	71047974	71067384	MED6	mediator complex subunit 6 [Source:HGNC Symbol;Acc:19970]	protein_coding	ENSG00000133997
14	67826714	67853233	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa [Source:HGNC Symbol;Acc:3265]	protein_coding	ENSG00000134001
14	70989075	71001732	ADAM20	ADAM metallopeptidase domain 20 [Source:HGNC Symbol;Acc:199]	protein_coding	ENSG00000134007
8	23154702	23282841	LOXL2	lysyl oxidase-like 2 [Source:HGNC Symbol;Acc:6666]	protein_coding	ENSG00000134013
8	27947190	28048673	ELP3	elongator acetyltransferase complex subunit 3 [Source:HGNC Symbol;Acc:20696]	protein_coding	ENSG00000134014
8	22570769	22857513	PEBP4	phosphatidylethanolamine-binding protein 4 [Source:HGNC Symbol;Acc:28319]	protein_coding	ENSG00000134020
8	24241798	24263526	ADAMDEC1	ADAM-like, decysin 1 [Source:HGNC Symbol;Acc:16299]	protein_coding	ENSG00000134028
18	46065417	46389588	CTIF	CBP80/20-dependent translation initiation factor [Source:HGNC Symbol;Acc:23925]	protein_coding	ENSG00000134030
18	48324574	48351772	MRO	maestro [Source:HGNC Symbol;Acc:24121]	protein_coding	ENSG00000134042
18	51679079	51751158	MBD2	methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:6917]	protein_coding	ENSG00000134046
18	44681413	44702745	IER3IP1	immediate early response 3 interacting protein 1 [Source:HGNC Symbol;Acc:18550]	protein_coding	ENSG00000134049
5	68513587	68525956	MRPS36	mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:16631]	protein_coding	ENSG00000134056
5	68462837	68474072	CCNB1	cyclin B1 [Source:HGNC Symbol;Acc:1579]	protein_coding	ENSG00000134057
5	68530668	68573250	CDK7	cyclin-dependent kinase 7 [Source:HGNC Symbol;Acc:1778]	protein_coding	ENSG00000134058
5	66478103	66492627	CD180	CD180 molecule [Source:HGNC Symbol;Acc:6726]	protein_coding	ENSG00000134061
3	10206549	10285427	IRAK2	interleukin-1 receptor-associated kinase 2 [Source:HGNC Symbol;Acc:6113]	protein_coding	ENSG00000134070
3	9799026	9811676	CAMK1	calcium/calmodulin-dependent protein kinase I [Source:HGNC Symbol;Acc:1459]	protein_coding	ENSG00000134072
3	9404526	9428475	THUMPD3	THUMP domain containing 3 [Source:HGNC Symbol;Acc:24493]	protein_coding	ENSG00000134077
3	10182692	10193904	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12687]	protein_coding	ENSG00000134086
3	5020801	5027008	BHLHE40	basic helix-loop-helix family, member e40 [Source:HGNC Symbol;Acc:1046]	protein_coding	ENSG00000134107
3	5163905	5222596	ARL8B	ADP-ribosylation factor-like 8B [Source:HGNC Symbol;Acc:25564]	protein_coding	ENSG00000134108
3	5229331	5261642	EDEM1	ER degradation enhancer, mannosidase alpha-like 1 [Source:HGNC Symbol;Acc:18967]	protein_coding	ENSG00000134109
3	1134260	1445901	CNTN6	contactin 6 [Source:HGNC Symbol;Acc:2176]	protein_coding	ENSG00000134115
3	238279	451090	CHL1	cell adhesion molecule L1-like [Source:HGNC Symbol;Acc:1939]	protein_coding	ENSG00000134121
15	37181406	37393504	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:7001]	protein_coding	ENSG00000134138
15	35509546	35838394	DPH6	diphthamine biosynthesis 6 [Source:HGNC Symbol;Acc:30543]	protein_coding	ENSG00000134146
15	34432875	34502297	KATNBL1	katanin p80 subunit B-like 1 [Source:HGNC Symbol;Acc:26199]	protein_coding	ENSG00000134152
15	34376218	34394149	EMC7	ER membrane protein complex subunit 7 [Source:HGNC Symbol;Acc:24301]	protein_coding	ENSG00000134153
15	31293264	31453476	TRPM1	transient receptor potential cation channel, subfamily M, member 1 [Source:HGNC Symbol;Acc:7146]	protein_coding	ENSG00000134160
1	110145889	110155679	GNAT2	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2 [Source:HGNC Symbol;Acc:4394]	protein_coding	ENSG00000134183
1	110230436	110251661	GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:4632]	protein_coding	ENSG00000134184
1	109234945	109244425	PRPF38B	pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:25512]	protein_coding	ENSG00000134186
1	120336641	120354283	REG4	regenerating islet-derived family, member 4 [Source:HGNC Symbol;Acc:22977]	protein_coding	ENSG00000134193
1	115590632	115632121	TSPAN2	tetraspanin 2 [Source:HGNC Symbol;Acc:20659]	protein_coding	ENSG00000134198
1	115572415	115576941	TSHB	thyroid stimulating hormone, beta [Source:HGNC Symbol;Acc:12372]	protein_coding	ENSG00000134200
1	110254864	110318050	GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:4637]	protein_coding	ENSG00000134201
1	110276554	110284384	GSTM3	glutathione S-transferase mu 3 (brain) [Source:HGNC Symbol;Acc:4635]	protein_coding	ENSG00000134202
1	114631913	114696541	SYT6	synaptotagmin VI [Source:HGNC Symbol;Acc:18638]	protein_coding	ENSG00000134207
1	108113782	108507766	VAV3	vav 3 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:12659]	protein_coding	ENSG00000134215
1	111833484	111863188	CHIA	chitinase, acidic [Source:HGNC Symbol;Acc:17432]	protein_coding	ENSG00000134216
1	109822178	109825808	PSRC1	proline/serine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:24472]	protein_coding	ENSG00000134222
1	120290619	120311528	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial) [Source:HGNC Symbol;Acc:5008]	protein_coding	ENSG00000134240
1	114356433	114414381	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) [Source:HGNC Symbol;Acc:9652]	protein_coding	ENSG00000134242
1	109852192	109940573	SORT1	sortilin 1 [Source:HGNC Symbol;Acc:11186]	protein_coding	ENSG00000134243
1	113009163	113072787	WNT2B	wingless-type MMTV integration site family, member 2B [Source:HGNC Symbol;Acc:12781]	protein_coding	ENSG00000134245
1	117452679	117532980	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:9601]	protein_coding	ENSG00000134247
1	110943871	110950564	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:17955]	protein_coding	ENSG00000134248
1	120436156	120439118	ADAM30	ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:208]	protein_coding	ENSG00000134249
1	120454176	120612240	NOTCH2	notch 2 [Source:HGNC Symbol;Acc:7882]	protein_coding	ENSG00000134250
1	117653682	117665209	TRIM45	tripartite motif containing 45 [Source:HGNC Symbol;Acc:19018]	protein_coding	ENSG00000134253
1	111682249	111727724	CEPT1	choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:24289]	protein_coding	ENSG00000134255
1	117544382	117579167	CD101	CD101 molecule [Source:HGNC Symbol;Acc:5949]	protein_coding	ENSG00000134256
1	117686209	117753556	VTCN1	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:28873]	protein_coding	ENSG00000134258
1	115828539	115880857	NGF	nerve growth factor (beta polypeptide) [Source:HGNC Symbol;Acc:7808]	protein_coding	ENSG00000134259
1	114437370	114447823	AP4B1	adaptor-related protein complex 4, beta 1 subunit [Source:HGNC Symbol;Acc:572]	protein_coding	ENSG00000134262
18	10525902	10552758	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma [Source:HGNC Symbol;Acc:7642]	protein_coding	ENSG00000134265
18	12446511	12658133	SPIRE1	spire-type actin nucleation factor 1 [Source:HGNC Symbol;Acc:30622]	protein_coding	ENSG00000134278
12	42632249	42853517	PPHLN1	periphilin 1 [Source:HGNC Symbol;Acc:19369]	protein_coding	ENSG00000134283
12	49315301	49320257	FKBP11	FK506 binding protein 11, 19 kDa [Source:HGNC Symbol;Acc:18624]	protein_coding	ENSG00000134285
12	49329506	49351334	ARF3	ADP-ribosylation factor 3 [Source:HGNC Symbol;Acc:654]	protein_coding	ENSG00000134287
12	48357352	48362661	TMEM106C	transmembrane protein 106C [Source:HGNC Symbol;Acc:28775]	protein_coding	ENSG00000134291
12	46751972	46766650	SLC38A2	solute carrier family 38, member 2 [Source:HGNC Symbol;Acc:13448]	protein_coding	ENSG00000134294
2	9724101	9771143	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta [Source:HGNC Symbol;Acc:12854]	protein_coding	ENSG00000134308
2	8865408	8977760	KIDINS220	kinase D-interacting substrate, 220kDa [Source:HGNC Symbol;Acc:29508]	protein_coding	ENSG00000134313
2	10085341	10142411	GRHL1	grainyhead-like 1 (Drosophila) [Source:HGNC Symbol;Acc:17923]	protein_coding	ENSG00000134317
2	11319887	11488456	ROCK2	Rho-associated, coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:10252]	protein_coding	ENSG00000134318
2	7005937	7038370	RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:30908]	protein_coding	ENSG00000134321
2	16080686	16087129	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog [Source:HGNC Symbol;Acc:7559]	protein_coding	ENSG00000134323
2	11817721	11967535	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:13345]	protein_coding	ENSG00000134324
2	6980701	7006766	CMPK2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial [Source:HGNC Symbol;Acc:27015]	protein_coding	ENSG00000134326
2	9613787	9636672	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27696]	protein_coding	ENSG00000134330
11	18415935	18429972	LDHA	lactate dehydrogenase A [Source:HGNC Symbol;Acc:6535]	protein_coding	ENSG00000134333
11	18260770	18270190	SAA2	serum amyloid A2 [Source:HGNC Symbol;Acc:10514]	protein_coding	ENSG00000134339
11	26210829	26684835	ANO3	anoctamin 3 [Source:HGNC Symbol;Acc:14004]	protein_coding	ENSG00000134343
5	55230923	55290821	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor) [Source:HGNC Symbol;Acc:6021]	protein_coding	ENSG00000134352
5	52776239	52782964	FST	follistatin [Source:HGNC Symbol;Acc:3971]	protein_coding	ENSG00000134363
1	196819371	196888102	CFHR4	complement factor H-related 4 [Source:HGNC Symbol;Acc:16979]	protein_coding	ENSG00000134365
1	201592411	201796102	NAV1	neuron navigator 1 [Source:HGNC Symbol;Acc:15989]	protein_coding	ENSG00000134369
1	193091147	193223031	CDC73	cell division cycle 73 [Source:HGNC Symbol;Acc:16783]	protein_coding	ENSG00000134371
1	201924619	201939789	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast) [Source:HGNC Symbol;Acc:17315]	protein_coding	ENSG00000134375
1	197170592	197447585	CRB1	crumbs homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:2343]	protein_coding	ENSG00000134376
1	196946667	196978804	CFHR5	complement factor H-related 5 [Source:HGNC Symbol;Acc:24668]	protein_coding	ENSG00000134389
16	23701647	23724821	ERN2	endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:16942]	protein_coding	ENSG00000134398
16	18792617	18801705	RPS15A	ribosomal protein S15a [Source:HGNC Symbol;Acc:10389]	protein_coding	ENSG00000134419
18	56934267	56941318	RAX	retina and anterior neural fold homeobox [Source:HGNC Symbol;Acc:18662]	protein_coding	ENSG00000134438
18	55267888	55289445	NARS	asparaginyl-tRNA synthetase [Source:HGNC Symbol;Acc:7643]	protein_coding	ENSG00000134440
18	56887400	56898006	GRP	gastrin-releasing peptide [Source:HGNC Symbol;Acc:4605]	protein_coding	ENSG00000134443
18	59854491	59974355	KIAA1468	KIAA1468 [Source:HGNC Symbol;Acc:29289]	protein_coding	ENSG00000134444
10	5931535	5979556	FBXO18	F-box protein, helicase, 18 [Source:HGNC Symbol;Acc:13620]	protein_coding	ENSG00000134452
10	6130950	6159420	RBM17	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:16944]	protein_coding	ENSG00000134453
10	6052652	6104288	IL2RA	interleukin 2 receptor, alpha [Source:HGNC Symbol;Acc:6008]	protein_coding	ENSG00000134460
10	5903580	5931869	ANKRD16	ankyrin repeat domain 16 [Source:HGNC Symbol;Acc:23471]	protein_coding	ENSG00000134461
10	11784365	11806069	ECHDC3	enoyl CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:23489]	protein_coding	ENSG00000134463
10	5990855	6020150	IL15RA	interleukin 15 receptor, alpha [Source:HGNC Symbol;Acc:5978]	protein_coding	ENSG00000134470
5	86687311	86708836	CCNH	cyclin H [Source:HGNC Symbol;Acc:1594]	protein_coding	ENSG00000134480
18	22040593	22059921	HRH4	histamine receptor H4 [Source:HGNC Symbol;Acc:17383]	protein_coding	ENSG00000134489
18	20777108	21017925	TMEM241	transmembrane protein 241 [Source:HGNC Symbol;Acc:31723]	protein_coding	ENSG00000134490
18	24034874	24237365	KCTD1	potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:18249]	protein_coding	ENSG00000134504
18	20714528	20840431	CABLES1	Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:25097]	protein_coding	ENSG00000134508
5	169064251	169510386	DOCK2	dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:2988]	protein_coding	ENSG00000134516
12	13349650	13369708	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:3333]	protein_coding	ENSG00000134531
12	23682440	24103966	SOX5	SRY (sex determining region Y)-box 5 [Source:HGNC Symbol;Acc:11201]	protein_coding	ENSG00000134532
