Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID	Ensembl Transcript ID
13	33006554	33112970	N4BP2L2	NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]	processed_transcript	ENSG00000244754	ENST00000475731
13	33006554	33112970	N4BP2L2	NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]	processed_transcript	ENSG00000244754	ENST00000512755
13	33006554	33112970	N4BP2L2	NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]	processed_transcript	ENSG00000244754	ENST00000483088
13	33006554	33112970	N4BP2L2	NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]	protein_coding	ENSG00000244754	ENST00000399396
13	33006554	33112970	N4BP2L2	NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]	protein_coding	ENSG00000244754	ENST00000357505
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	protein_coding	ENSG00000185722	ENST00000341657
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	protein_coding	ENSG00000185722	ENST00000570535
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	protein_coding	ENSG00000185722	ENST00000574367
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	nonsense_mediated_decay	ENSG00000185722	ENST00000572412
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	nonsense_mediated_decay	ENSG00000185722	ENST00000575298
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	retained_intron	ENSG00000185722	ENST00000572564
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	retained_intron	ENSG00000185722	ENST00000571547
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	protein_coding	ENSG00000185722	ENST00000574736
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	processed_transcript	ENSG00000185722	ENST00000573722
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	retained_intron	ENSG00000185722	ENST00000575509
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	retained_intron	ENSG00000185722	ENST00000570934
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	retained_intron	ENSG00000185722	ENST00000573250
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	retained_intron	ENSG00000185722	ENST00000575955
17	4067201	4167274	ANKFY1	ankyrin repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:20763]	protein_coding	ENSG00000185722	ENST00000433651
11	69860964	69867165	RP11-626H12.2		lincRNA	ENSG00000254605	ENST00000528507
11	69860964	69867165	RP11-626H12.2		lincRNA	ENSG00000254605	ENST00000533170
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	retained_intron	ENSG00000129422	ENST00000517413
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000297488
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	nonsense_mediated_decay	ENSG00000129422	ENST00000520196
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000381861
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000262102
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000519263
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518889
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518792
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	retained_intron	ENSG00000129422	ENST00000523471
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518713
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000522757
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000521772
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000524371
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000517818
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000524044
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000523183
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000519066
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000521635
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000522149
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000521882
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518138
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	retained_intron	ENSG00000129422	ENST00000517721
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518975
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	retained_intron	ENSG00000129422	ENST00000523718
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518755
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	processed_transcript	ENSG00000129422	ENST00000518891
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000381869
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000544260
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000400046
8	17501304	17658426	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:29789]	protein_coding	ENSG00000129422	ENST00000381862
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000367255
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000478916
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000539504
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000367257
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000423061
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000367251
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000460912
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000347037
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000409694
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000367256
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000354674
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000536990
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000472563
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000476519
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000490866
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000545694
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000489156
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000488376
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000540663
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000537033
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000490135
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000471834
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000454018
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000469439
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000461872
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000535081
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000367253
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000367248
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000413186
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000495090
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	nonsense_mediated_decay	ENSG00000131018	ENST00000474655
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000535896
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000498751
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000466159
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	processed_transcript	ENSG00000131018	ENST00000481502
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	retained_intron	ENSG00000131018	ENST00000468937
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000537750
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000265368
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000448038
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000341594
6	152442819	152958936	SYNE1	spectrin repeat containing, nuclear envelope 1 [Source:HGNC Symbol;Acc:17089]	protein_coding	ENSG00000131018	ENST00000356820
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	protein_coding	ENSG00000169604	ENST00000303714
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	protein_coding	ENSG00000169604	ENST00000409829
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	retained_intron	ENSG00000169604	ENST00000463335
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	protein_coding	ENSG00000169604	ENST00000409349
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	protein_coding	ENSG00000169604	ENST00000482235
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	retained_intron	ENSG00000169604	ENST00000481119
2	69240310	69476459	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:21014]	retained_intron	ENSG00000169604	ENST00000497197
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000424615
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000437899
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000600081
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000593793
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000594037
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000608305
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000609880
10	46937463	46951699	RP11-38L15.2		lincRNA	ENSG00000229227	ENST00000608904
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	protein_coding	ENSG00000184254	ENST00000561338
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	protein_coding	ENSG00000184254	ENST00000329841
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	nonsense_mediated_decay	ENSG00000184254	ENST00000558033
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	protein_coding	ENSG00000184254	ENST00000557963
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	processed_transcript	ENSG00000184254	ENST00000560555
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	protein_coding	ENSG00000184254	ENST00000346623
15	101417919	101456831	ALDH1A3	aldehyde dehydrogenase 1 family, member A3 [Source:HGNC Symbol;Acc:409]	retained_intron	ENSG00000184254	ENST00000558869
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000525403
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000300737
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000527651
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000532610
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000532919
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000530554
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000524822
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000525055
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000528656
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000532990
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	processed_transcript	ENSG00000167323	ENST00000526771
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	processed_transcript	ENSG00000167323	ENST00000527484
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	processed_transcript	ENSG00000167323	ENST00000533445
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000533977
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	protein_coding	ENSG00000167323	ENST00000526596
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	retained_intron	ENSG00000167323	ENST00000533343
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	retained_intron	ENSG00000167323	ENST00000531332
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	retained_intron	ENSG00000167323	ENST00000526156
11	3875757	4114439	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	processed_transcript	ENSG00000167323	ENST00000534707
11	122026130	122293579	RP11-820L6.1		lincRNA	ENSG00000255090	ENST00000532350
11	122026130	122293579	RP11-820L6.1		processed_transcript	ENSG00000255090	ENST00000533109
11	122026130	122293579	RP11-820L6.1		lincRNA	ENSG00000255090	ENST00000534782
11	122026130	122293579	RP11-820L6.1		processed_transcript	ENSG00000255090	ENST00000534496
11	122026130	122293579	RP11-820L6.1		lincRNA	ENSG00000255090	ENST00000527474
11	122026130	122293579	RP11-820L6.1		processed_transcript	ENSG00000255090	ENST00000529804
11	122026130	122293579	RP11-820L6.1		lincRNA	ENSG00000255090	ENST00000529733
11	122026130	122293579	RP11-820L6.1		lincRNA	ENSG00000255090	ENST00000528381
11	122026130	122293579	RP11-820L6.1		lincRNA	ENSG00000255090	ENST00000526674
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	protein_coding	ENSG00000197321	ENST00000375400
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	protein_coding	ENSG00000197321	ENST00000355867
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000460007
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000482607
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000474106
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000491872
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000464984
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000483758
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000464726
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000490031
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	processed_transcript	ENSG00000197321	ENST00000465422
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	protein_coding	ENSG00000197321	ENST00000375398
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	protein_coding	ENSG00000197321	ENST00000535393
10	29746267	30025710	SVIL	supervillin [Source:HGNC Symbol;Acc:11480]	protein_coding	ENSG00000197321	ENST00000538146
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000532179
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000526065
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000532945
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000256194
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000531732
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000530823
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000532420
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000527546
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000524685
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000525119
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000533389
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000528931
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000532166
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000527195
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000530691
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000524730
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000533219
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000529562
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000526475
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000525075
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000525216
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000534563
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000525979
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000526672
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000525618
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000530021
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	processed_transcript	ENSG00000133816	ENST00000526604
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	retained_intron	ENSG00000133816	ENST00000525444
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000537344
11	12115543	12285334	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]	protein_coding	ENSG00000133816	ENST00000342902
