Chr	Start	End	Name
chr21	45330530	45335199	34878
chr11	1985800	1990299	20896
chr19	50190100	50192799	33337
chr20	62127280	62136049	34525
chr18	39869580	39871699	31651
chr11	67372880	67376099	21893
chr8	135850700	135854679	17252
chr20	553430	555779	33562
chr7	101582500	101605279	15323
chr22	47052350	47058799	35871
chr3	192352880	192357879	8763
chr20	3798150	3802979	33634
chr2	47281480	47286879	4490
chr11	119184500	119193429	22576
chr12	48154830	48160049	23421
chr19	14485350	14488249	32540
chr5	180470430	180473549	12143
chr1	20985900	20990479	529
chr17	4868900	4879399	29553
chr1	228333250	228335279	3420
chr17	43299000	43307899	30353
chr14	100606300	100609449	26497
chr16	68277400	68283829	28934
chr15	99987500	99997579	27957
chr2	132247880	132249929	5368
chr6	31829100	31832549	12751
chr10	126765030	126775379	20745
chr1	13865280	13871299	372
chr15	78266030	78268499	27560
chr20	62484080	62487299	34547
chr20	62890630	62895299	34564
chr3	51995350	52003949	7273
chr17	80170500	80172549	31214
chr15	77829330	77840829	27555
chr7	825680	827879	14281
chr3	49129400	49133149	7191
chr1	10734280	10740479	281
chr6	56391150	56394149	13250
chr19	34854350	34858199	32836
chr12	7050980	7056099	23036
chr19	4368780	4377299	32202
chr20	62477200	62480249	34545
chr3	128804150	128807179	8074
chr18	32072330	32075829	31582
chr5	175966880	175972279	12063
chr16	57821030	57827849	28791
chr7	158679030	158681049	15909
chr13	52392500	52395149	25115
chr5	172170330	172181049	11978
chr12	122149000	122153979	24405
chr4	2264730	2269349	8924
chr20	56228900	56231849	34438
chr1	45138330	45141879	1173
chr14	90986300	90989379	26325
chr17	17573650	17577129	29783
chr19	1204180	1210999	32039
chr17	72872300	72875879	30892
chr19	55986350	55992199	33454
chr15	36867750	36870399	26769
chr17	17647380	17649579	29793
chr6	43137430	43143849	13077
chr11	72945430	72954579	22044
chr17	66462180	66468679	30805
chr5	269850	272399	10283
chr16	68263750	68268249	28932
chr1	1149280	1152279	18
chr14	91273250	91276549	26346
chr22	34180800	34184049	35436
chr19	49130080	49132179	33277
chr3	52015700	52019599	7276
chr1	21009680	21013999	531
chr10	18700700	18705129	19277
chr20	62257800	62260899	34530
chr15	74606200	74608699	27468
chr15	41849380	41851899	26853
chr19	39125630	39130229	32932
chr22	38328150	38331429	35561
chr16	30903680	30909349	28584
chr11	65077050	65079229	21781
chr10	123891600	123896429	20685
chr3	49167180	49174629	7195
chr12	123346900	123352349	24445
chr12	57652080	57656079	23693
chr22	39853250	39873449	35641
chr11	12917100	12923429	21159
chr8	144614350	144616449	17347
chr3	194303850	194306349	8805
chr14	53196100	53198649	25769
chr5	133902550	133913399	11274
chr7	150079080	150082479	15792
chr8	61090780	61095529	16621
chr19	4380150	4382349	32203
chr19	58985900	58989149	33541
chr3	184532400	184534899	8630
chr7	97736250	97738279	15225
chr5	149917130	149923199	11695
chr5	139386650	139392579	11401
chr2	162929150	162931229	5544
chr9	13840350	13842529	17527
chr8	142119600	142133679	17299
chr12	1325100	1328649	22830
chr10	112437780	112450379	20511
chr19	555950	557999	32006
chr7	92345280	92349429	15184
chr17	77750250	77752249	31116
chr2	97535400	97542429	4986
chr13	113623380	113625479	25424
chr4	185302650	185313499	10185
chr22	37940230	37945899	35537
chr3	46503580	46506349	7097
chr1	227166130	227169929	3397
chr8	8922650	8924899	15981
chr7	128498250	128501749	15543
chr17	79789250	79793849	31191
chr1	112521530	112523599	1979
chr11	65637800	65641799	21824
chr17	76975600	76977629	31106
chr16	18942180	18946049	28372
chr6	154916980	154919799	14005
chr1	26480880	26493149	703
chr3	126463480	126469279	7990
chr20	3183500	3185779	33614
chr14	105554750	105560449	26645
chr3	47553250	47555429	7136
chr5	65890530	65892729	10729
chr22	24819650	24822699	35180
chr7	80145500	80147729	15115
chr11	69061700	69069049	21951
chr11	125293000	125297149	22671
chr11	63639200	63644179	21715
chr11	96491330	96495699	22332
chr14	25428280	25430479	25588
chr16	19145200	19149429	28376
chr22	46682730	46689999	35852
chr13	20699050	20702549	24622
chr5	142180550	142188049	11514
chr16	75321430	75323429	29072
chr12	133077630	133079649	24600
chr17	79169150	79171349	31155
chr11	67397380	67400999	21895
chr3	49162080	49164699	7194
chr1	9934430	9936579	250
chr12	46941480	46943849	23406
chr19	48982800	48985499	33270
chr19	10872150	10883079	32391
chr11	47196880	47211899	21502
chr6	42070400	42072899	13044
chr15	37081730	37089899	26776
chr11	817800	821749	20858
chr11	8106800	8108899	21008
chr7	56030430	56037579	14935
chr6	170444680	170447449	14238
chr9	137243930	137246899	18842
chr11	47289380	47293829	21507
chr21	37559500	37561529	34728
chr14	100034550	100042349	26473
chr22	18332980	18337849	34999
chr11	47434750	47438899	21518
chr10	77187200	77192049	19985
chr16	4355100	4358329	28175
chr11	75454530	75457829	22118
chr11	1883600	1887029	20886
chr19	4638100	4640149	32219
chr20	62316280	62320379	34535
chr19	14217250	14219899	32531
chr6	133383450	133387529	13712
chr7	2665930	2668029	14351
chr22	20115300	20119029	35076
chr11	46381550	46388679	21479
chr2	237168450	237173579	6270
chr9	86085700	86090679	17919
chr7	142981380	142987279	15757
chr17	75393930	75398049	31019
chr11	114107300	114115999	22467
chr9	95430680	95434079	18009
chr10	18725480	18732029	19279
chr12	46801450	46805299	23397
chr12	110155830	110161229	24178
chr1	56970100	56976599	1360
chr17	55920030	55924249	30596
chr14	105159750	105162599	26623
chr10	75407750	75417129	19928
chr1	3660900	3663879	109
chr4	186717530	186719749	10246
chr17	74439750	74449399	30979
chr9	124393580	124397099	18425
chr11	64682930	64687299	21760
chr16	685600	694399	28045
chr3	16304800	16310129	6682
chr22	24576000	24579399	35166
chr20	32374650	32378349	33969
chr3	47016580	47030849	7124
chr9	139867530	139871599	18943
chr9	130289280	130292549	18564
chr22	47011150	47018929	35867
chr2	173830250	173834579	5624
chr8	142046530	142051199	17295
chr20	3744750	3749799	33630
chr8	144300230	144303399	17335
chr3	52442050	52446799	7315
chr1	224544200	224546429	3326
chr20	24976580	24982379	33870
chr12	53494300	53500099	23566
chr12	1775230	1780529	22841
chr8	61086400	61088499	16620
chr6	34358350	34362149	12853
chr1	153915700	153922549	2277
chr12	1901350	1906649	22843
chr14	103603150	103605379	26566
chr11	76388500	76390729	22146
